id,hum,pres,rain_1h,wind_speed,wind_deg,clouds_all,max_temp,min_temp,ave_temp,cod_weather,ts_get
43334,80,1014,0.0,1.54,10,0,15.44,12.81,14.51,800,2024-10-06 03:00:03
43335,80,1013,0.0,1.54,350,0,14.88,11.81,14.01,800,2024-10-06 04:00:04
43336,88,1014,0.0,2.06,340,0,14.3,11.81,13.15,800,2024-10-06 05:00:02
43337,72,1014,0.0,3.09,350,20,14.88,11.81,14.71,801,2024-10-06 06:00:02
43338,63,1014,0.0,3.09,350,20,15.99,12.81,15.99,801,2024-10-06 07:00:03
43339,58,1014,0.0,0.89,339,23,18.77,18.19,18.77,801,2024-10-06 08:00:03
43340,55,1015,0.0,1.79,280,24,20.99,20.97,20.99,801,2024-10-06 09:00:04
43341,54,1014,0.0,2.06,320,0,22.66,21.81,22.42,800,2024-10-06 10:00:03
43342,53,1014,0.0,2.68,360,0,24.32,22.81,23.53,800,2024-10-06 11:00:02
43343,50,1014,0.0,3.09,220,0,24.81,23.19,24.09,800,2024-10-06 12:00:02
43344,48,1013,0.0,3.09,170,20,24.81,23.19,24.09,801,2024-10-06 13:00:03
43345,48,1012,0.0,4.63,200,20,24.81,22.64,23.7,801,2024-10-06 14:00:03
43346,55,1012,0.0,4.63,200,20,23.81,23.19,23.38,801,2024-10-06 15:00:02
43347,62,1013,0.0,4.63,190,20,23.81,22.64,22.98,801,2024-10-06 16:00:03
43348,69,1013,0.0,3.6,200,0,22.68,21.81,22.01,800,2024-10-06 17:00:02
43349,66,1013,0.0,2.57,150,0,22.1,20.81,22.01,800,2024-10-06 18:00:05
43350,67,1014,0.0,3.09,80,0,21.55,20.81,21.46,800,2024-10-06 19:00:02
43351,67,1014,0.0,2.57,70,0,20.99,20.42,20.9,800,2024-10-06 20:00:05
43352,68,1014,0.0,1.03,0,0,20.44,19.81,20.35,800,2024-10-06 21:00:10
43353,70,1014,0.0,1.54,100,0,19.88,19.81,19.88,800,2024-10-06 22:00:03
43354,72,1014,0.0,2.06,90,0,19.32,17.81,19.32,800,2024-10-06 23:00:02
43355,68,1014,0.0,0.72,165,11,19.32,16.57,19.32,801,2024-10-07 00:00:02
43356,68,1014,0.0,0.59,167,79,19.54,19.54,19.54,803,2024-10-07 01:00:02
43357,69,1014,0.0,0.69,150,84,19.47,19.47,19.47,803,2024-10-07 02:00:09
43358,71,1013,0.0,0.91,135,97,19.61,19.61,19.61,804,2024-10-07 03:00:05
43359,72,1013,0.0,0.99,158,98,19.69,19.69,19.69,804,2024-10-07 04:00:04
43360,74,1013,0.0,1.25,135,97,19.54,19.54,19.54,804,2024-10-07 05:00:03
43361,75,1014,0.0,1.13,134,92,19.84,19.84,19.84,804,2024-10-07 06:00:02
43362,70,1014,0.0,1.75,151,77,21.35,21.35,21.35,803,2024-10-07 07:00:02
43363,65,1015,0.0,2.91,149,47,22.59,22.59,22.59,802,2024-10-07 08:00:06
43364,61,1015,0.0,3.72,146,50,23.43,23.43,23.43,802,2024-10-07 09:00:05
43365,58,1015,0.0,4.29,141,55,23.89,23.89,23.89,803,2024-10-07 10:00:06
43366,57,1015,0.0,5.14,141,60,24.12,24.12,24.12,803,2024-10-07 11:00:06
43367,58,1014,0.0,5.89,141,66,23.84,23.84,23.84,803,2024-10-07 12:00:05
43368,61,1014,0.0,5.85,137,100,23.72,23.72,23.72,804,2024-10-07 13:00:03
43369,72,1014,0.0,5.66,160,0,26.57,24.3,24.91,800,2024-10-07 14:00:04
43370,76,1013,0.0,5.66,170,0,25.46,24.3,24.46,800,2024-10-07 15:00:02
43371,77,1013,0.0,4.63,170,0,24.9,23.75,23.78,800,2024-10-07 16:00:02
43372,76,1014,0.0,3.6,170,0,24.34,23.75,23.78,800,2024-10-07 17:00:02
43373,75,1013,0.0,3.09,180,0,23.98,22.81,23.34,800,2024-10-07 18:00:05
43374,76,1013,0.0,3.09,200,0,23.77,21.57,23.21,800,2024-10-07 19:00:02
43375,79,1013,0.0,4.12,180,0,23.77,22.02,23.47,800,2024-10-07 20:00:03
43376,81,1013,0.0,4.63,160,20,23.21,21.57,23.09,801,2024-10-07 21:00:02
43377,80,1013,0.0,5.66,160,20,23.77,22.12,23.49,801,2024-10-07 22:00:03
43378,75,1012,0.0,5.66,160,20,23.81,23.75,23.77,801,2024-10-07 23:00:02
43379,80,1011,0.0,4.63,160,40,23.81,22.68,23.56,802,2024-10-08 00:00:04
