id,hum,pres,rain_1h,wind_speed,wind_deg,clouds_all,max_temp,min_temp,ave_temp,cod_weather,ts_get
42639,70,1012,0.0,2.57,200,0,27.66,26.53,27.49,800,2024-09-07 00:00:02
42640,68,1011,0.0,0.51,0,20,26.81,26.53,26.55,801,2024-09-07 01:00:02
42641,74,1011,0.0,1.03,60,0,26.55,23.79,25.87,800,2024-09-07 02:00:02
42642,75,1011,0.0,0.51,0,0,25.97,23.79,25.15,800,2024-09-07 03:00:02
42643,76,1011,0.0,1.54,40,0,25.44,23.79,24.97,800,2024-09-07 04:00:02
42644,76,1012,0.0,2.57,350,0,25.44,23.23,24.97,800,2024-09-07 05:00:02
42645,78,1012,0.0,3.09,290,0,25.99,23.79,25.19,800,2024-09-07 06:00:02
42646,70,1012,0.0,2.06,70,0,27.08,24.81,26.16,800,2024-09-07 07:00:02
42647,65,1012,0.0,2.57,140,0,28.75,27.81,28.3,800,2024-09-07 08:00:01
42648,61,1013,0.0,2.06,180,0,31.53,28.79,30.69,800,2024-09-07 09:00:02
42649,60,1013,0.0,3.6,210,0,31.53,30.44,30.9,800,2024-09-07 10:00:03
42650,59,1013,0.0,5.66,200,0,32.81,31.53,31.9,800,2024-09-07 11:00:02
42651,61,1013,0.0,6.69,200,0,32.12,31.53,31.83,800,2024-09-07 12:00:03
42652,60,1013,0.0,5.66,170,0,32.81,31.01,32.12,800,2024-09-07 13:00:02
42653,64,1013,0.0,6.69,170,0,32.12,30.97,31.22,800,2024-09-07 14:00:02
42654,67,1013,0.0,6.69,160,0,31.57,30.44,30.72,800,2024-09-07 15:00:02
42655,68,1013,0.0,5.14,190,0,30.42,29.81,29.97,800,2024-09-07 16:00:03
42656,69,1013,0.0,4.12,180,0,29.88,28.81,29.88,800,2024-09-07 17:00:03
42657,73,1013,0.0,4.63,180,20,28.77,27.81,28.77,801,2024-09-07 18:00:02
42658,79,1014,0.0,4.12,170,0,28.79,27.81,28.28,800,2024-09-07 19:00:02
42659,77,1014,0.0,3.6,170,20,28.75,27.68,28.28,801,2024-09-07 20:00:02
42660,74,1014,0.0,4.12,160,20,28.75,26.57,28.28,801,2024-09-07 21:00:02
42661,68,1014,0.0,4.12,160,20,28.75,27.81,28.3,801,2024-09-07 22:00:02
42662,68,1013,0.0,2.57,150,0,28.75,27.66,27.83,800,2024-09-07 23:00:01
42663,68,1013,0.0,0.45,150,42,28.19,25.46,27.91,802,2024-09-08 00:00:03
42664,70,1012,0.0,2.05,135,66,28.19,25.46,27.91,803,2024-09-08 01:00:01
42665,68,1012,0.0,1.54,180,0,28.19,26.81,27.75,800,2024-09-08 02:00:03
42666,64,1011,0.0,1.03,290,0,27.66,25.81,27.66,800,2024-09-08 03:00:02
42667,66,1011,0.0,1.54,240,0,27.66,26.81,27.57,800,2024-09-08 04:00:02
42668,68,1011,0.0,1.03,180,0,27.1,25.81,27.01,800,2024-09-08 05:00:01
42669,67,1012,0.0,2.06,180,0,27.66,26.81,27.66,800,2024-09-08 06:00:01
42670,68,1012,0.0,2.57,170,0,29.3,27.81,28.86,800,2024-09-08 07:00:03
42671,67,1012,0.0,3.6,160,0,29.86,28.81,29.41,800,2024-09-08 08:00:03
42672,67,1011,0.0,4.12,160,0,30.81,29.34,30.54,800,2024-09-08 09:00:01
42673,67,1011,0.0,4.63,160,100,30.99,29.81,30.65,804,2024-09-08 10:00:03
42674,68,1010,0.0,5.14,180,0,30.99,30.42,30.76,800,2024-09-08 11:00:03
42675,69,1010,0.0,6.17,160,0,31.01,29.81,30.26,800,2024-09-08 12:00:02
42676,66,1009,0.0,6.17,150,0,31.81,30.44,31.0,800,2024-09-08 13:00:02
42677,68,1008,0.0,5.66,170,0,31.81,29.86,30.86,800,2024-09-08 14:00:03
42678,73,1007,0.0,6.69,170,0,30.81,29.86,30.36,800,2024-09-08 15:00:01
42679,75,1007,0.0,6.17,160,0,31.01,29.3,29.67,800,2024-09-08 16:00:02
42680,75,1007,0.18,3.6,150,0,30.46,28.75,29.06,500,2024-09-08 17:00:02
42681,77,1008,0.0,2.68,322,20,29.9,28.19,28.38,801,2024-09-08 18:00:02
42682,75,1009,0.0,7.72,20,20,26.81,26.53,26.55,801,2024-09-08 19:00:02
42683,73,1009,0.28,6.17,360,20,25.44,24.81,25.44,500,2024-09-08 20:00:02
42684,78,1009,0.0,6.17,10,40,23.77,22.81,23.68,802,2024-09-08 21:00:02
42685,83,1009,0.0,2.68,283,40,23.79,22.81,23.49,802,2024-09-08 22:00:02
42686,84,1009,0.42,4.12,360,20,23.79,22.81,23.49,500,2024-09-08 23:00:03
42687,85,1010,0.0,2.68,311,20,24.34,22.81,23.31,801,2024-09-09 00:00:03
42688,84,1010,0.0,3.09,350,20,23.79,22.81,23.31,801,2024-09-09 01:00:02
42689,80,1009,0.0,3.09,20,20,24.34,23.19,23.59,801,2024-09-09 02:00:02
42690,80,1009,0.0,3.09,20,40,24.34,23.19,23.59,802,2024-09-09 03:00:02
42691,82,1009,0.0,4.63,10,40,24.34,22.64,22.91,802,2024-09-09 04:00:03
42692,80,1010,0.0,4.63,340,20,24.34,22.64,22.91,801,2024-09-09 05:00:02
42693,78,1010,0.0,4.12,340,20,23.79,21.81,22.63,801,2024-09-09 06:00:03
42694,71,1010,0.0,5.66,340,0,24.34,23.75,23.78,800,2024-09-09 07:00:02
42695,65,1011,0.0,7.2,350,20,24.9,24.81,24.86,801,2024-09-09 08:00:02
42696,56,1011,0.0,7.72,350,20,25.99,25.42,25.76,801,2024-09-09 09:00:02
42697,51,1011,0.0,8.23,350,20,26.81,26.53,26.62,801,2024-09-09 10:00:04
42698,46,1011,0.0,7.72,340,20,27.81,27.08,27.52,801,2024-09-09 11:00:02
42699,41,1010,0.0,10.29,340,20,28.23,27.64,27.7,801,2024-09-09 12:00:03
42700,38,1010,0.0,10.29,340,20,28.23,27.64,27.91,801,2024-09-09 13:00:03
42701,43,1010,0.0,9.26,340,20,28.23,26.81,27.01,801,2024-09-09 14:00:03
42702,42,1010,0.0,9.77,340,20,27.81,26.53,27.12,801,2024-09-09 15:00:02
42703,44,1010,0.0,10.29,350,20,26.81,25.97,26.44,801,2024-09-09 16:00:02
42704,49,1010,0.0,9.26,330,20,26.01,25.42,25.54,801,2024-09-09 17:00:02
42705,56,1010,0.0,8.23,340,20,24.81,24.3,24.46,801,2024-09-09 18:00:02
42706,57,1011,0.0,4.92,350,20,23.81,23.75,23.78,801,2024-09-09 19:00:03
42707,59,1011,0.0,6.17,340,20,23.81,23.19,23.59,801,2024-09-09 20:00:02
42708,61,1012,0.0,7.72,340,0,23.77,22.81,23.31,800,2024-09-09 21:00:02
42709,60,1011,0.0,7.72,340,0,23.81,23.19,23.59,800,2024-09-09 22:00:03
42710,59,1011,0.0,9.77,340,0,23.81,23.19,23.59,800,2024-09-09 23:00:02
42711,57,1011,0.0,9.26,330,0,23.81,23.75,23.78,800,2024-09-10 00:00:03
42712,59,1011,0.0,8.75,340,0,23.81,23.19,23.59,800,2024-09-10 01:00:02
42713,60,1010,0.0,4.02,333,3,23.77,23.19,23.51,800,2024-09-10 02:00:03
42714,62,1010,0.0,6.69,340,20,23.23,22.64,22.91,801,2024-09-10 03:00:02
42715,61,1010,0.0,5.66,350,20,23.23,22.64,22.91,801,2024-09-10 04:00:02
42716,62,1011,0.0,6.17,350,20,22.81,22.64,22.7,801,2024-09-10 05:00:03
42717,63,1011,0.0,6.69,340,20,22.81,22.08,22.52,801,2024-09-10 06:00:02
42718,60,1011,0.0,6.69,350,20,23.81,23.23,23.78,801,2024-09-10 07:00:02
42719,55,1012,0.0,7.72,350,40,24.86,23.81,24.35,802,2024-09-10 08:00:02
42720,49,1012,0.0,10.29,360,40,25.97,25.44,25.72,802,2024-09-10 09:00:03
42721,47,1012,0.0,10.8,350,20,26.57,25.81,26.12,801,2024-09-10 10:00:02
42722,47,1011,0.0,11.83,360,20,27.12,26.53,26.62,801,2024-09-10 11:00:02
42723,46,1011,0.0,10.8,360,20,27.68,26.53,26.62,801,2024-09-10 12:00:02
42724,46,1011,0.0,11.83,360,20,28.23,25.99,26.69,801,2024-09-10 13:00:02
42725,41,1011,0.0,10.8,360,40,26.81,25.99,26.08,802,2024-09-10 14:00:02
42726,42,1011,0.0,9.77,340,40,26.81,25.97,25.99,802,2024-09-10 15:00:02
42727,43,1011,0.0,7.72,350,20,27.68,25.42,25.82,801,2024-09-10 16:00:02
42728,47,1011,0.0,8.75,350,0,26.01,24.3,24.67,800,2024-09-10 17:00:02
42729,53,1012,0.0,7.72,340,20,24.34,23.19,23.38,801,2024-09-10 18:00:02
42730,57,1013,0.0,5.66,350,20,23.23,22.08,22.52,801,2024-09-10 19:00:03
42731,61,1013,0.0,5.66,360,0,22.12,21.53,21.83,800,2024-09-10 20:00:02
42732,64,1013,0.0,6.17,10,0,21.57,20.81,21.15,800,2024-09-10 21:00:02
42733,64,1013,0.0,7.2,10,0,21.57,20.81,21.15,800,2024-09-10 22:00:02
42734,64,1013,0.0,6.17,20,0,21.01,20.81,20.94,800,2024-09-10 23:00:02
42735,64,1012,0.0,5.66,10,0,21.01,19.81,20.26,800,2024-09-11 00:00:01
42736,64,1012,0.0,6.17,10,0,21.01,19.81,20.26,800,2024-09-11 01:00:02
42737,67,1011,0.0,5.14,10,0,20.46,18.81,19.57,800,2024-09-11 02:00:02
42738,67,1011,0.0,4.12,20,0,20.46,18.81,19.39,800,2024-09-11 03:00:02
42739,68,1011,0.0,4.12,20,0,20.46,18.81,19.57,800,2024-09-11 04:00:03
42740,67,1011,0.0,0.89,360,1,21.01,19.86,19.87,800,2024-09-11 05:00:02
42741,66,1011,0.0,0.89,339,1,21.01,20.42,20.43,800,2024-09-11 06:00:02
42742,63,1011,0.0,1.34,55,0,22.08,21.55,21.8,800,2024-09-11 07:00:02
42743,61,1011,0.0,3.6,10,40,23.77,22.81,23.49,802,2024-09-11 08:00:02
42744,57,1011,0.0,5.14,360,40,24.86,24.32,24.64,802,2024-09-11 09:00:04
42745,51,1011,0.0,6.69,350,40,25.99,25.46,25.94,802,2024-09-11 10:00:02
42746,47,1011,0.0,7.2,350,40,27.81,26.53,26.9,802,2024-09-11 11:00:02
42747,44,1011,0.0,7.2,350,20,27.81,26.55,27.08,801,2024-09-11 12:00:02
42748,45,1011,0.0,7.72,340,20,28.23,27.08,27.3,801,2024-09-11 13:00:02
42749,48,1010,0.0,8.23,340,20,28.23,26.53,26.9,801,2024-09-11 14:00:03
42750,46,1011,0.0,8.23,340,20,26.81,26.53,26.55,801,2024-09-11 15:00:02
42751,45,1011,0.0,8.23,330,0,26.81,25.42,25.9,800,2024-09-11 16:00:02
42752,47,1012,0.0,8.75,340,0,24.88,24.3,24.79,800,2024-09-11 17:00:02
42753,53,1012,0.0,7.72,350,0,23.81,22.64,23.12,800,2024-09-11 18:00:02
42754,60,1013,0.0,5.66,350,0,22.66,21.81,22.57,800,2024-09-11 19:00:02
42755,65,1013,0.0,5.36,310,0,23.23,21.53,21.83,800,2024-09-11 20:00:02
42756,70,1013,0.0,5.14,360,0,22.68,20.42,20.97,800,2024-09-11 21:00:02
42757,69,1014,0.0,5.14,30,0,22.12,20.42,20.76,800,2024-09-11 22:00:02
42758,67,1013,0.0,3.6,20,0,20.44,19.81,20.44,800,2024-09-11 23:00:02
42759,69,1013,0.0,5.14,10,0,19.88,18.81,19.88,800,2024-09-12 00:00:02
42760,70,1013,0.0,4.12,360,0,19.88,18.81,19.79,800,2024-09-12 01:00:02
42761,75,1012,0.0,3.13,11,0,21.01,18.81,19.57,800,2024-09-12 02:00:01
42762,73,1012,0.0,1.79,349,0,21.01,19.3,19.62,800,2024-09-12 03:00:02
42763,78,1012,0.0,2.57,30,0,21.01,17.81,18.93,800,2024-09-12 04:00:02
42764,72,1012,0.0,1.34,5,34,21.01,19.3,19.62,802,2024-09-12 05:00:02
42765,74,1013,0.0,3.09,350,0,21.01,18.81,19.57,800,2024-09-12 06:00:02
42766,68,1013,0.0,2.57,10,0,22.64,20.81,21.91,800,2024-09-12 07:00:02
42767,61,1013,0.0,3.13,331,98,23.79,23.21,23.46,804,2024-09-12 08:00:02
42768,57,1012,0.0,4.12,330,20,24.9,24.3,24.46,801,2024-09-12 09:00:02
42769,58,1012,0.38,4.12,320,20,24.9,24.81,24.86,500,2024-09-12 10:00:09
42770,54,1011,0.0,2.06,190,40,26.81,24.88,25.61,802,2024-09-12 11:00:02
42771,62,1011,0.0,4.63,220,75,27.12,24.86,25.36,803,2024-09-12 12:00:03
42772,61,1010,0.0,4.12,300,75,26.57,24.81,25.44,803,2024-09-12 13:00:02
42773,60,1010,0.0,7.72,300,40,24.81,24.3,24.32,802,2024-09-12 14:00:04
42774,73,1010,0.27,4.12,310,40,23.21,22.64,22.91,520,2024-09-12 15:00:03
42775,75,1009,0.56,4.47,300,40,23.23,20.97,21.65,520,2024-09-12 16:00:02
42776,69,1010,0.13,5.66,340,40,19.88,18.81,19.88,520,2024-09-12 17:00:02
42777,73,1011,0.0,4.63,340,40,20.46,18.19,18.88,802,2024-09-12 18:00:03
42778,71,1012,0.0,7.2,360,40,18.21,17.81,18.21,802,2024-09-12 19:00:03
42779,73,1012,0.0,5.66,360,40,19.34,16.81,17.63,802,2024-09-12 20:00:02
42780,71,1012,0.0,3.09,350,20,18.79,17.64,17.91,801,2024-09-12 21:00:02
42781,74,1012,0.0,2.68,283,0,18.79,16.81,17.45,800,2024-09-12 22:00:02
42782,71,1012,0.0,4.63,310,0,19.34,17.64,18.63,800,2024-09-12 23:00:02
42783,69,1012,0.0,4.63,300,0,19.34,17.64,18.63,800,2024-09-13 00:00:03
42784,66,1012,0.0,3.09,320,20,19.34,18.75,18.99,801,2024-09-13 01:00:02
42785,63,1012,0.0,2.68,282,0,19.34,18.75,18.99,800,2024-09-13 02:00:02
42786,60,1012,0.0,3.6,310,20,19.88,18.75,19.21,801,2024-09-13 03:00:03
42787,59,1012,0.0,3.09,330,20,19.88,18.75,19.21,801,2024-09-13 04:00:02
42788,58,1013,0.0,4.02,295,20,19.32,18.75,18.99,801,2024-09-13 05:00:01
42789,55,1013,0.0,4.63,330,20,19.32,18.23,18.99,801,2024-09-13 06:00:02
42790,51,1013,0.0,4.12,330,20,19.88,18.79,19.57,801,2024-09-13 07:00:03
42791,46,1014,0.0,7.2,340,20,20.44,19.34,20.26,801,2024-09-13 08:00:03
42792,41,1014,0.0,8.75,340,20,21.55,20.81,21.15,801,2024-09-13 09:00:03
42793,39,1014,0.0,8.23,330,20,22.81,21.57,22.3,801,2024-09-13 10:00:02
42794,38,1014,0.0,10.29,340,20,22.81,22.08,22.3,801,2024-09-13 11:00:03
42795,35,1014,0.0,10.29,330,20,22.81,22.08,22.52,801,2024-09-13 12:00:03
42796,34,1014,0.0,10.29,330,20,22.81,22.64,22.7,801,2024-09-13 13:00:02
42797,37,1014,0.0,11.32,340,20,22.81,22.08,22.3,801,2024-09-13 14:00:03
42798,37,1014,0.0,10.8,330,40,22.12,21.53,21.62,802,2024-09-13 15:00:03
42799,42,1014,0.0,10.29,330,40,21.81,20.42,21.04,802,2024-09-13 16:00:02
42800,43,1015,0.0,10.8,350,20,20.81,19.3,19.96,801,2024-09-13 17:00:02
42801,46,1016,0.0,8.75,350,20,19.32,18.75,18.99,801,2024-09-13 18:00:02
42802,47,1017,0.0,7.72,350,20,18.81,18.19,18.59,801,2024-09-13 19:00:02
42803,49,1018,0.0,6.69,340,20,18.77,17.68,18.31,801,2024-09-13 20:00:05
42804,48,1018,0.0,5.66,340,20,18.81,17.64,18.2,801,2024-09-13 21:00:03
42805,48,1017,0.0,5.66,340,20,18.21,17.64,17.91,801,2024-09-13 22:00:01
42806,50,1017,0.0,4.12,340,20,18.21,17.08,17.73,801,2024-09-13 23:00:02
42807,53,1017,0.0,1.03,0,20,17.68,15.81,16.95,801,2024-09-14 00:00:03
42808,53,1017,0.0,2.06,80,20,17.66,15.81,16.95,801,2024-09-14 01:00:02
42809,52,1016,0.0,2.06,60,20,17.12,16.81,17.01,801,2024-09-14 02:00:03
42810,54,1016,0.0,3.09,40,20,17.12,15.81,16.15,801,2024-09-14 03:00:02
42811,55,1016,0.0,2.06,320,20,17.12,14.81,15.47,801,2024-09-14 04:00:02
42812,56,1016,0.0,1.79,301,50,17.12,15.42,15.73,802,2024-09-14 05:00:02
42813,58,1017,0.0,1.79,347,43,17.12,15.42,16.04,802,2024-09-14 06:00:02
42814,54,1017,0.0,3.13,355,0,17.68,17.64,17.65,800,2024-09-14 07:00:03
42815,53,1017,0.0,4.02,289,0,19.3,17.81,18.67,800,2024-09-14 08:00:03
42816,45,1017,0.0,4.63,360,20,22.12,20.44,21.19,801,2024-09-14 10:00:05
42817,41,1016,0.0,4.12,330,20,23.23,22.64,22.72,801,2024-09-14 11:00:03
42818,35,1016,0.0,3.6,330,20,24.34,23.75,23.78,801,2024-09-14 12:00:02
42819,37,1016,0.0,4.63,330,20,24.9,23.81,24.08,801,2024-09-14 13:00:03
42820,40,1016,0.0,6.17,320,40,24.34,22.81,23.32,802,2024-09-14 14:00:02
42821,38,1016,0.0,4.63,320,20,24.3,23.79,24.08,801,2024-09-14 15:00:02
42822,40,1016,0.0,5.66,300,20,23.81,23.23,23.78,801,2024-09-14 16:00:02
42823,44,1016,0.0,6.17,320,20,23.23,22.08,22.42,801,2024-09-14 17:00:02
42824,53,1017,0.0,6.17,340,0,22.12,20.42,20.6,800,2024-09-14 18:00:03
42825,57,1017,0.0,4.63,330,0,20.46,19.3,19.54,800,2024-09-14 19:00:02
42826,64,1018,0.0,4.63,350,0,19.34,17.81,18.02,800,2024-09-14 20:00:02
42827,68,1018,0.0,3.6,350,0,18.79,16.81,17.26,800,2024-09-14 21:00:02
42828,69,1018,0.0,3.6,360,0,18.23,16.81,16.96,800,2024-09-14 22:00:03
42829,73,1018,0.0,4.12,10,0,18.23,15.81,16.49,800,2024-09-14 23:00:02
42830,73,1017,0.0,3.09,10,0,18.23,15.81,16.2,800,2024-09-15 00:00:03
42831,79,1017,0.0,3.6,350,0,17.68,13.81,14.68,800,2024-09-15 01:00:02
42832,83,1016,0.0,2.57,340,0,17.12,12.81,13.91,800,2024-09-15 03:00:03
42833,81,1016,0.0,3.09,330,0,13.75,12.81,13.75,800,2024-09-15 04:00:03
42834,84,1016,0.0,2.57,340,0,16.01,11.81,12.85,800,2024-09-15 05:00:02
42835,84,1016,0.0,2.68,293,0,15.46,11.81,12.85,800,2024-09-15 06:00:02
42836,75,1016,0.0,2.57,340,0,17.08,12.81,17.08,800,2024-09-15 07:00:02
42837,68,1016,0.0,2.68,331,0,19.3,16.81,19.3,800,2024-09-15 08:00:02
42838,56,1016,0.0,4.02,293,0,21.01,19.81,20.44,800,2024-09-15 09:00:04
42839,50,1016,0.0,5.14,10,20,23.23,21.81,22.42,801,2024-09-15 10:00:02
42840,40,1015,0.0,4.63,10,20,24.9,23.75,23.78,801,2024-09-15 11:00:02
42841,39,1015,0.0,3.6,330,20,25.46,24.81,24.86,801,2024-09-15 12:00:03
42842,38,1014,0.0,5.14,310,20,25.81,24.88,25.32,801,2024-09-15 13:00:02
42843,39,1014,0.0,6.17,310,0,26.57,24.86,25.14,800,2024-09-15 14:00:03
42844,40,1014,0.0,6.17,310,0,26.01,23.75,24.28,800,2024-09-15 15:00:02
42845,42,1014,0.0,6.17,320,0,23.21,22.81,23.21,800,2024-09-15 16:00:02
42846,48,1015,0.0,8.23,360,0,21.81,21.53,21.55,800,2024-09-15 17:00:02
42847,53,1015,0.0,5.66,350,0,22.12,20.42,20.54,800,2024-09-15 18:00:02
42848,59,1016,0.0,5.14,350,0,20.46,19.3,19.67,800,2024-09-15 19:00:02
42849,64,1016,0.0,4.12,340,0,19.9,17.81,18.49,800,2024-09-15 20:00:02
42850,65,1015,0.0,4.12,340,0,19.34,17.81,18.09,800,2024-09-15 21:00:02
42851,68,1015,0.0,4.63,10,0,18.79,16.81,17.42,800,2024-09-15 22:00:02
42852,66,1015,0.0,2.68,355,0,18.79,17.64,17.65,800,2024-09-15 23:00:02
42853,70,1014,0.0,5.14,10,0,17.68,15.81,16.73,800,2024-09-16 01:00:02
42854,70,1014,0.0,4.12,10,0,17.68,15.81,16.52,800,2024-09-16 02:00:02
42855,65,1014,0.0,2.68,305,0,18.23,16.55,16.8,800,2024-09-16 03:00:02
42856,62,1014,0.0,1.79,322,0,17.08,15.99,15.99,800,2024-09-16 04:00:02
42857,59,1013,0.0,2.68,351,0,16.55,16.53,16.55,800,2024-09-16 05:00:02
42858,64,1013,0.0,1.34,322,0,18.79,17.08,17.4,800,2024-09-16 06:00:02
42859,60,1012,0.0,1.79,5,5,19.86,19.32,19.57,800,2024-09-16 07:00:03
42860,57,1012,0.0,2.24,324,0,21.53,19.81,20.83,800,2024-09-16 08:00:03
42861,54,1012,0.0,4.12,330,0,22.66,21.81,22.23,800,2024-09-16 09:00:02
42862,48,1011,0.0,3.6,330,20,23.81,23.19,23.59,801,2024-09-16 10:00:02
42863,44,1011,0.0,4.63,320,40,24.81,23.75,24.06,802,2024-09-16 11:00:02
42864,42,1010,0.0,5.14,310,40,24.81,23.77,24.24,802,2024-09-16 12:00:02
42865,42,1009,0.0,4.12,320,40,25.46,24.3,24.46,802,2024-09-16 13:00:03
42866,48,1009,0.0,5.66,320,40,24.9,23.19,23.38,802,2024-09-16 14:00:02
42867,46,1009,0.0,6.17,320,40,23.21,22.81,23.21,802,2024-09-16 15:00:02
42868,49,1008,0.0,5.66,310,40,22.1,21.81,22.1,802,2024-09-16 16:00:02
42869,52,1009,0.0,5.14,300,20,21.81,20.97,21.46,801,2024-09-16 17:00:02
42870,54,1009,0.0,4.63,310,0,20.99,20.42,20.9,800,2024-09-16 18:00:02
42871,58,1010,0.0,4.12,310,0,19.88,19.81,19.88,800,2024-09-16 19:00:02
42872,59,1010,0.0,4.12,320,0,19.32,18.81,19.32,800,2024-09-16 20:00:02
42873,61,1010,0.0,3.09,10,0,19.32,17.81,19.23,800,2024-09-16 21:00:02
42874,67,1010,0.0,3.6,350,0,19.9,17.81,18.31,800,2024-09-16 22:00:02
42875,70,1010,0.0,2.57,10,0,19.34,16.81,17.63,800,2024-09-16 23:00:02
42876,73,1010,0.0,2.57,360,0,18.79,15.81,16.95,800,2024-09-17 00:00:02
42877,75,1009,0.0,3.09,320,0,18.23,15.81,16.95,800,2024-09-17 01:00:02
42878,78,1009,0.0,3.09,330,20,17.12,14.81,15.87,801,2024-09-17 02:00:02
42879,79,1009,0.0,3.6,330,20,16.57,14.81,15.47,801,2024-09-17 03:00:02
42880,79,1009,0.0,3.6,330,20,15.99,14.81,15.47,801,2024-09-17 04:00:02
42881,80,1009,0.0,3.6,330,20,15.44,14.81,15.26,801,2024-09-17 05:00:02
42882,72,1009,0.0,3.09,350,0,15.99,13.81,15.82,800,2024-09-17 06:00:03
42883,68,1010,0.0,3.13,313,0,17.66,14.81,17.57,800,2024-09-17 07:00:03
42884,57,1010,0.0,2.68,312,2,19.86,19.32,19.32,800,2024-09-17 08:00:02
42885,62,1010,0.0,4.12,320,0,22.1,19.81,20.9,800,2024-09-17 09:00:02
42886,49,1010,0.0,3.6,320,20,24.34,23.77,23.96,801,2024-09-17 10:00:03
42887,42,1010,0.0,2.57,300,20,25.42,23.79,25.04,801,2024-09-17 11:00:02
42888,41,1009,0.0,3.13,171,20,26.55,24.9,25.97,801,2024-09-17 12:00:02
42889,55,1010,0.0,4.92,219,84,24.3,23.23,24.02,803,2024-09-17 13:00:02
42890,56,1009,0.0,7.2,200,75,23.81,23.19,23.21,803,2024-09-17 14:00:02
42891,63,1009,0.0,6.69,190,75,23.98,22.08,22.25,803,2024-09-17 15:00:02
42892,75,1010,3.16,4.63,220,75,19.88,18.75,19.49,501,2024-09-17 16:00:02
42893,77,1011,0.0,4.63,160,75,18.81,17.68,18.47,803,2024-09-17 17:00:02
42894,75,1011,0.0,6.69,100,75,18.77,17.68,18.49,803,2024-09-17 18:00:02
42895,66,1012,0.0,4.63,120,40,19.32,18.75,19.23,802,2024-09-17 19:00:02
42896,67,1012,0.0,4.12,110,40,19.32,18.75,19.23,802,2024-09-17 20:00:02
42897,72,1012,0.0,3.6,140,40,19.32,17.68,19.17,802,2024-09-17 21:00:02
42898,73,1012,0.0,1.34,335,40,19.32,17.68,18.81,802,2024-09-17 22:00:02
42899,80,1012,0.0,2.06,360,20,18.77,16.81,18.03,801,2024-09-17 23:00:02
42900,79,1012,0.0,2.06,10,0,18.21,16.81,17.63,800,2024-09-18 00:00:01
42901,78,1012,0.0,1.54,350,0,18.21,16.81,17.63,800,2024-09-18 01:00:02
42902,78,1012,0.0,1.54,340,0,18.21,16.81,17.63,800,2024-09-18 02:00:02
42903,79,1012,0.0,1.54,330,40,18.21,16.57,17.63,802,2024-09-18 03:00:02
42904,82,1012,0.0,2.06,350,0,17.66,15.81,16.95,800,2024-09-18 04:00:03
42905,80,1012,0.0,2.06,360,0,17.1,15.46,16.73,800,2024-09-18 05:00:02
42906,82,1013,0.0,2.06,340,0,17.1,15.46,16.73,800,2024-09-18 06:00:03
42907,61,1013,0.0,0.89,355,96,19.88,18.75,19.88,804,2024-09-18 07:00:03
42908,56,1014,0.0,0.45,76,91,22.08,21.55,21.55,804,2024-09-18 08:00:02
42909,61,1014,0.0,1.54,270,20,23.21,20.81,22.53,801,2024-09-18 09:00:02
42910,62,1014,0.0,1.54,140,20,23.21,22.64,22.91,801,2024-09-18 10:00:02
42911,63,1014,0.0,3.6,180,20,23.23,22.64,22.7,801,2024-09-18 11:00:02
42912,59,1013,0.1,4.12,180,40,24.32,23.19,23.81,211,2024-09-18 12:00:03
42913,88,1012,0.0,12.86,40,75,22.12,16.81,16.81,502,2024-09-18 13:00:02
42914,73,1012,0.2,3.6,100,40,19.81,19.81,19.81,802,2024-09-18 14:00:05
42915,59,1012,0.1,3.6,110,40,23.21,21.81,22.81,802,2024-09-18 15:00:02
42916,63,1012,0.0,3.09,180,20,23.21,21.81,22.81,801,2024-09-18 16:00:02
42917,63,1013,0.0,2.06,160,20,22.81,22.12,22.7,801,2024-09-18 17:00:02
42918,67,1013,0.0,1.03,0,20,22.12,21.53,21.83,801,2024-09-18 18:00:03
42919,63,1014,0.0,5.14,20,20,20.99,20.42,20.76,801,2024-09-18 19:00:02
42920,68,1014,0.0,4.12,20,0,19.88,19.34,19.86,800,2024-09-18 20:00:02
42921,68,1014,0.0,3.09,10,0,19.32,17.68,18.99,800,2024-09-18 21:00:02
42922,73,1014,0.0,2.06,360,0,18.77,16.81,18.03,800,2024-09-18 22:00:02
42923,74,1014,0.0,1.34,302,0,18.21,16.01,17.63,800,2024-09-18 23:00:03
42924,77,1014,0.0,1.34,341,0,17.66,15.46,16.95,800,2024-09-19 00:00:02
42925,80,1014,0.0,3.09,10,0,17.1,14.34,16.45,800,2024-09-19 01:00:02
42926,78,1013,0.0,2.06,360,0,17.1,14.34,16.27,800,2024-09-19 02:00:03
42927,78,1013,0.0,1.54,280,0,17.1,14.81,16.27,800,2024-09-19 03:00:02
42928,81,1013,0.0,2.57,340,0,17.1,13.81,15.8,800,2024-09-19 04:00:02
42929,81,1013,0.0,3.6,340,0,17.1,13.81,15.8,800,2024-09-19 05:00:02
42930,74,1013,0.0,1.79,315,0,17.1,15.46,16.84,800,2024-09-19 06:00:02
42931,71,1014,0.0,1.34,355,0,18.77,16.57,18.51,800,2024-09-19 07:00:02
42932,64,1014,0.0,2.68,284,0,20.42,19.34,20.13,800,2024-09-19 08:00:02
42933,62,1014,0.0,3.6,10,0,22.08,20.46,21.52,800,2024-09-19 09:00:03
42934,55,1013,0.0,3.6,350,0,22.81,22.12,22.7,800,2024-09-19 10:00:02
