id,hum,pres,rain_1h,wind_speed,wind_deg,clouds_all,ts_get,max_temp,min_temp,ave_temp,cod_weather
42722,47,1011,0,11.83,360,20,2024-09-10 11:00:02,27.12,26.53,26.62,801
42723,46,1011,0,10.8,360,20,2024-09-10 12:00:02,27.68,26.53,26.62,801
42724,46,1011,0,11.83,360,20,2024-09-10 13:00:02,28.23,25.99,26.69,801
42725,41,1011,0,10.8,360,40,2024-09-10 14:00:02,26.81,25.99,26.08,802
42726,42,1011,0,9.77,340,40,2024-09-10 15:00:02,26.81,25.97,25.99,802
42727,43,1011,0,7.72,350,20,2024-09-10 16:00:02,27.68,25.42,25.82,801
42728,47,1011,0,8.75,350,0,2024-09-10 17:00:02,26.01,24.3,24.67,800
42729,53,1012,0,7.72,340,20,2024-09-10 18:00:02,24.34,23.19,23.38,801
42730,57,1013,0,5.66,350,20,2024-09-10 19:00:03,23.23,22.08,22.52,801
42731,61,1013,0,5.66,360,0,2024-09-10 20:00:02,22.12,21.53,21.83,800
42732,64,1013,0,6.17,10,0,2024-09-10 21:00:02,21.57,20.81,21.15,800
42733,64,1013,0,7.2,10,0,2024-09-10 22:00:02,21.57,20.81,21.15,800
42734,64,1013,0,6.17,20,0,2024-09-10 23:00:02,21.01,20.81,20.94,800
42735,64,1012,0,5.66,10,0,2024-09-11 00:00:01,21.01,19.81,20.26,800
42736,64,1012,0,6.17,10,0,2024-09-11 01:00:02,21.01,19.81,20.26,800
42737,67,1011,0,5.14,10,0,2024-09-11 02:00:02,20.46,18.81,19.57,800
42738,67,1011,0,4.12,20,0,2024-09-11 03:00:02,20.46,18.81,19.39,800
42739,68,1011,0,4.12,20,0,2024-09-11 04:00:03,20.46,18.81,19.57,800
42740,67,1011,0,0.89,360,1,2024-09-11 05:00:02,21.01,19.86,19.87,800
42741,66,1011,0,0.89,339,1,2024-09-11 06:00:02,21.01,20.42,20.43,800
42742,63,1011,0,1.34,55,0,2024-09-11 07:00:02,22.08,21.55,21.8,800
42743,61,1011,0,3.6,10,40,2024-09-11 08:00:02,23.77,22.81,23.49,802
42744,57,1011,0,5.14,360,40,2024-09-11 09:00:04,24.86,24.32,24.64,802
42745,51,1011,0,6.69,350,40,2024-09-11 10:00:02,25.99,25.46,25.94,802
42746,47,1011,0,7.2,350,40,2024-09-11 11:00:02,27.81,26.53,26.9,802
42747,44,1011,0,7.2,350,20,2024-09-11 12:00:02,27.81,26.55,27.08,801
42748,45,1011,0,7.72,340,20,2024-09-11 13:00:02,28.23,27.08,27.3,801
42749,48,1010,0,8.23,340,20,2024-09-11 14:00:03,28.23,26.53,26.9,801
42750,46,1011,0,8.23,340,20,2024-09-11 15:00:02,26.81,26.53,26.55,801
42751,45,1011,0,8.23,330,0,2024-09-11 16:00:02,26.81,25.42,25.9,800
42752,47,1012,0,8.75,340,0,2024-09-11 17:00:02,24.88,24.3,24.79,800
42753,53,1012,0,7.72,350,0,2024-09-11 18:00:02,23.81,22.64,23.12,800
42754,60,1013,0,5.66,350,0,2024-09-11 19:00:02,22.66,21.81,22.57,800
42755,65,1013,0,5.36,310,0,2024-09-11 20:00:02,23.23,21.53,21.83,800
42756,70,1013,0,5.14,360,0,2024-09-11 21:00:02,22.68,20.42,20.97,800
42757,69,1014,0,5.14,30,0,2024-09-11 22:00:02,22.12,20.42,20.76,800
42758,67,1013,0,3.6,20,0,2024-09-11 23:00:02,20.44,19.81,20.44,800
42759,69,1013,0,5.14,10,0,2024-09-12 00:00:02,19.88,18.81,19.88,800
42760,70,1013,0,4.12,360,0,2024-09-12 01:00:02,19.88,18.81,19.79,800
42761,75,1012,0,3.13,11,0,2024-09-12 02:00:01,21.01,18.81,19.57,800
42762,73,1012,0,1.79,349,0,2024-09-12 03:00:02,21.01,19.3,19.62,800
42763,78,1012,0,2.57,30,0,2024-09-12 04:00:02,21.01,17.81,18.93,800
42764,72,1012,0,1.34,5,34,2024-09-12 05:00:02,21.01,19.3,19.62,802
42765,74,1013,0,3.09,350,0,2024-09-12 06:00:02,21.01,18.81,19.57,800
42766,68,1013,0,2.57,10,0,2024-09-12 07:00:02,22.64,20.81,21.91,800
42767,61,1013,0,3.13,331,98,2024-09-12 08:00:02,23.79,23.21,23.46,804
42768,57,1012,0,4.12,330,20,2024-09-12 09:00:02,24.9,24.3,24.46,801
42769,58,1012,0.38,4.12,320,20,2024-09-12 10:00:09,24.9,24.81,24.86,500
42770,54,1011,0,2.06,190,40,2024-09-12 11:00:02,26.81,24.88,25.61,802
42771,62,1011,0,4.63,220,75,2024-09-12 12:00:03,27.12,24.86,25.36,803
42772,61,1010,0,4.12,300,75,2024-09-12 13:00:02,26.57,24.81,25.44,803
42773,60,1010,0,7.72,300,40,2024-09-12 14:00:04,24.81,24.3,24.32,802
42774,73,1010,0.27,4.12,310,40,2024-09-12 15:00:03,23.21,22.64,22.91,520
42775,75,1009,0.56,4.47,300,40,2024-09-12 16:00:02,23.23,20.97,21.65,520
42776,69,1010,0.13,5.66,340,40,2024-09-12 17:00:02,19.88,18.81,19.88,520
42777,73,1011,0,4.63,340,40,2024-09-12 18:00:03,20.46,18.19,18.88,802
42778,71,1012,0,7.2,360,40,2024-09-12 19:00:03,18.21,17.81,18.21,802
42779,73,1012,0,5.66,360,40,2024-09-12 20:00:02,19.34,16.81,17.63,802
42780,71,1012,0,3.09,350,20,2024-09-12 21:00:02,18.79,17.64,17.91,801
42781,74,1012,0,2.68,283,0,2024-09-12 22:00:02,18.79,16.81,17.45,800
42782,71,1012,0,4.63,310,0,2024-09-12 23:00:02,19.34,17.64,18.63,800
42783,69,1012,0,4.63,300,0,2024-09-13 00:00:03,19.34,17.64,18.63,800
42784,66,1012,0,3.09,320,20,2024-09-13 01:00:02,19.34,18.75,18.99,801
42785,63,1012,0,2.68,282,0,2024-09-13 02:00:02,19.34,18.75,18.99,800
42786,60,1012,0,3.6,310,20,2024-09-13 03:00:03,19.88,18.75,19.21,801
42787,59,1012,0,3.09,330,20,2024-09-13 04:00:02,19.88,18.75,19.21,801
42788,58,1013,0,4.02,295,20,2024-09-13 05:00:01,19.32,18.75,18.99,801
42789,55,1013,0,4.63,330,20,2024-09-13 06:00:02,19.32,18.23,18.99,801
42790,51,1013,0,4.12,330,20,2024-09-13 07:00:03,19.88,18.79,19.57,801
42791,46,1014,0,7.2,340,20,2024-09-13 08:00:03,20.44,19.34,20.26,801
42792,41,1014,0,8.75,340,20,2024-09-13 09:00:03,21.55,20.81,21.15,801
42793,39,1014,0,8.23,330,20,2024-09-13 10:00:02,22.81,21.57,22.3,801
42794,38,1014,0,10.29,340,20,2024-09-13 11:00:03,22.81,22.08,22.3,801
42795,35,1014,0,10.29,330,20,2024-09-13 12:00:03,22.81,22.08,22.52,801
42796,34,1014,0,10.29,330,20,2024-09-13 13:00:02,22.81,22.64,22.7,801
42797,37,1014,0,11.32,340,20,2024-09-13 14:00:03,22.81,22.08,22.3,801
42798,37,1014,0,10.8,330,40,2024-09-13 15:00:03,22.12,21.53,21.62,802
42799,42,1014,0,10.29,330,40,2024-09-13 16:00:02,21.81,20.42,21.04,802
42800,43,1015,0,10.8,350,20,2024-09-13 17:00:02,20.81,19.3,19.96,801
42801,46,1016,0,8.75,350,20,2024-09-13 18:00:02,19.32,18.75,18.99,801
42802,47,1017,0,7.72,350,20,2024-09-13 19:00:02,18.81,18.19,18.59,801
42803,49,1018,0,6.69,340,20,2024-09-13 20:00:05,18.77,17.68,18.31,801
42804,48,1018,0,5.66,340,20,2024-09-13 21:00:03,18.81,17.64,18.2,801
42805,48,1017,0,5.66,340,20,2024-09-13 22:00:01,18.21,17.64,17.91,801
42806,50,1017,0,4.12,340,20,2024-09-13 23:00:02,18.21,17.08,17.73,801
42807,53,1017,0,1.03,0,20,2024-09-14 00:00:03,17.68,15.81,16.95,801
42808,53,1017,0,2.06,80,20,2024-09-14 01:00:02,17.66,15.81,16.95,801
42809,52,1016,0,2.06,60,20,2024-09-14 02:00:03,17.12,16.81,17.01,801
42810,54,1016,0,3.09,40,20,2024-09-14 03:00:02,17.12,15.81,16.15,801
42811,55,1016,0,2.06,320,20,2024-09-14 04:00:02,17.12,14.81,15.47,801
42812,56,1016,0,1.79,301,50,2024-09-14 05:00:02,17.12,15.42,15.73,802
42813,58,1017,0,1.79,347,43,2024-09-14 06:00:02,17.12,15.42,16.04,802
42814,54,1017,0,3.13,355,0,2024-09-14 07:00:03,17.68,17.64,17.65,800
42815,53,1017,0,4.02,289,0,2024-09-14 08:00:03,19.3,17.81,18.67,800
42816,45,1017,0,4.63,360,20,2024-09-14 10:00:05,22.12,20.44,21.19,801
42817,41,1016,0,4.12,330,20,2024-09-14 11:00:03,23.23,22.64,22.72,801
42818,35,1016,0,3.6,330,20,2024-09-14 12:00:02,24.34,23.75,23.78,801
42819,37,1016,0,4.63,330,20,2024-09-14 13:00:03,24.9,23.81,24.08,801
42820,40,1016,0,6.17,320,40,2024-09-14 14:00:02,24.34,22.81,23.32,802
42821,38,1016,0,4.63,320,20,2024-09-14 15:00:02,24.3,23.79,24.08,801
42822,40,1016,0,5.66,300,20,2024-09-14 16:00:02,23.81,23.23,23.78,801
42823,44,1016,0,6.17,320,20,2024-09-14 17:00:02,23.23,22.08,22.42,801
42824,53,1017,0,6.17,340,0,2024-09-14 18:00:03,22.12,20.42,20.6,800
42825,57,1017,0,4.63,330,0,2024-09-14 19:00:02,20.46,19.3,19.54,800
42826,64,1018,0,4.63,350,0,2024-09-14 20:00:02,19.34,17.81,18.02,800
42827,68,1018,0,3.6,350,0,2024-09-14 21:00:02,18.79,16.81,17.26,800
42828,69,1018,0,3.6,360,0,2024-09-14 22:00:03,18.23,16.81,16.96,800
42829,73,1018,0,4.12,10,0,2024-09-14 23:00:02,18.23,15.81,16.49,800
42830,73,1017,0,3.09,10,0,2024-09-15 00:00:03,18.23,15.81,16.2,800
42831,79,1017,0,3.6,350,0,2024-09-15 01:00:02,17.68,13.81,14.68,800
42832,83,1016,0,2.57,340,0,2024-09-15 03:00:03,17.12,12.81,13.91,800
42833,81,1016,0,3.09,330,0,2024-09-15 04:00:03,13.75,12.81,13.75,800
42834,84,1016,0,2.57,340,0,2024-09-15 05:00:02,16.01,11.81,12.85,800
42835,84,1016,0,2.68,293,0,2024-09-15 06:00:02,15.46,11.81,12.85,800
42836,75,1016,0,2.57,340,0,2024-09-15 07:00:02,17.08,12.81,17.08,800
42837,68,1016,0,2.68,331,0,2024-09-15 08:00:02,19.3,16.81,19.3,800
42838,56,1016,0,4.02,293,0,2024-09-15 09:00:04,21.01,19.81,20.44,800
42839,50,1016,0,5.14,10,20,2024-09-15 10:00:02,23.23,21.81,22.42,801
42840,40,1015,0,4.63,10,20,2024-09-15 11:00:02,24.9,23.75,23.78,801
42841,39,1015,0,3.6,330,20,2024-09-15 12:00:03,25.46,24.81,24.86,801
42842,38,1014,0,5.14,310,20,2024-09-15 13:00:02,25.81,24.88,25.32,801
42843,39,1014,0,6.17,310,0,2024-09-15 14:00:03,26.57,24.86,25.14,800
42844,40,1014,0,6.17,310,0,2024-09-15 15:00:02,26.01,23.75,24.28,800
42845,42,1014,0,6.17,320,0,2024-09-15 16:00:02,23.21,22.81,23.21,800
42846,48,1015,0,8.23,360,0,2024-09-15 17:00:02,21.81,21.53,21.55,800
42847,53,1015,0,5.66,350,0,2024-09-15 18:00:02,22.12,20.42,20.54,800
42848,59,1016,0,5.14,350,0,2024-09-15 19:00:02,20.46,19.3,19.67,800
42849,64,1016,0,4.12,340,0,2024-09-15 20:00:02,19.9,17.81,18.49,800
42850,65,1015,0,4.12,340,0,2024-09-15 21:00:02,19.34,17.81,18.09,800
42851,68,1015,0,4.63,10,0,2024-09-15 22:00:02,18.79,16.81,17.42,800
42852,66,1015,0,2.68,355,0,2024-09-15 23:00:02,18.79,17.64,17.65,800
42853,70,1014,0,5.14,10,0,2024-09-16 01:00:02,17.68,15.81,16.73,800
42854,70,1014,0,4.12,10,0,2024-09-16 02:00:02,17.68,15.81,16.52,800
42855,65,1014,0,2.68,305,0,2024-09-16 03:00:02,18.23,16.55,16.8,800
42856,62,1014,0,1.79,322,0,2024-09-16 04:00:02,17.08,15.99,15.99,800
42857,59,1013,0,2.68,351,0,2024-09-16 05:00:02,16.55,16.53,16.55,800
42858,64,1013,0,1.34,322,0,2024-09-16 06:00:02,18.79,17.08,17.4,800
42859,60,1012,0,1.79,5,5,2024-09-16 07:00:03,19.86,19.32,19.57,800
42860,57,1012,0,2.24,324,0,2024-09-16 08:00:03,21.53,19.81,20.83,800
42861,54,1012,0,4.12,330,0,2024-09-16 09:00:02,22.66,21.81,22.23,800
42862,48,1011,0,3.6,330,20,2024-09-16 10:00:02,23.81,23.19,23.59,801
42863,44,1011,0,4.63,320,40,2024-09-16 11:00:02,24.81,23.75,24.06,802
42864,42,1010,0,5.14,310,40,2024-09-16 12:00:02,24.81,23.77,24.24,802
42865,42,1009,0,4.12,320,40,2024-09-16 13:00:03,25.46,24.3,24.46,802
42866,48,1009,0,5.66,320,40,2024-09-16 14:00:02,24.9,23.19,23.38,802
42867,46,1009,0,6.17,320,40,2024-09-16 15:00:02,23.21,22.81,23.21,802
42868,49,1008,0,5.66,310,40,2024-09-16 16:00:02,22.1,21.81,22.1,802
42869,52,1009,0,5.14,300,20,2024-09-16 17:00:02,21.81,20.97,21.46,801
42870,54,1009,0,4.63,310,0,2024-09-16 18:00:02,20.99,20.42,20.9,800
42871,58,1010,0,4.12,310,0,2024-09-16 19:00:02,19.88,19.81,19.88,800
42872,59,1010,0,4.12,320,0,2024-09-16 20:00:02,19.32,18.81,19.32,800
42873,61,1010,0,3.09,10,0,2024-09-16 21:00:02,19.32,17.81,19.23,800
42874,67,1010,0,3.6,350,0,2024-09-16 22:00:02,19.9,17.81,18.31,800
42875,70,1010,0,2.57,10,0,2024-09-16 23:00:02,19.34,16.81,17.63,800
42876,73,1010,0,2.57,360,0,2024-09-17 00:00:02,18.79,15.81,16.95,800
42877,75,1009,0,3.09,320,0,2024-09-17 01:00:02,18.23,15.81,16.95,800
42878,78,1009,0,3.09,330,20,2024-09-17 02:00:02,17.12,14.81,15.87,801
42879,79,1009,0,3.6,330,20,2024-09-17 03:00:02,16.57,14.81,15.47,801
42880,79,1009,0,3.6,330,20,2024-09-17 04:00:02,15.99,14.81,15.47,801
42881,80,1009,0,3.6,330,20,2024-09-17 05:00:02,15.44,14.81,15.26,801
42882,72,1009,0,3.09,350,0,2024-09-17 06:00:03,15.99,13.81,15.82,800
42883,68,1010,0,3.13,313,0,2024-09-17 07:00:03,17.66,14.81,17.57,800
42884,57,1010,0,2.68,312,2,2024-09-17 08:00:02,19.86,19.32,19.32,800
42885,62,1010,0,4.12,320,0,2024-09-17 09:00:02,22.1,19.81,20.9,800
42886,49,1010,0,3.6,320,20,2024-09-17 10:00:03,24.34,23.77,23.96,801
42887,42,1010,0,2.57,300,20,2024-09-17 11:00:02,25.42,23.79,25.04,801
42888,41,1009,0,3.13,171,20,2024-09-17 12:00:02,26.55,24.9,25.97,801
42889,55,1010,0,4.92,219,84,2024-09-17 13:00:02,24.3,23.23,24.02,803
42890,56,1009,0,7.2,200,75,2024-09-17 14:00:02,23.81,23.19,23.21,803
42891,63,1009,0,6.69,190,75,2024-09-17 15:00:02,23.98,22.08,22.25,803
42892,75,1010,3.16,4.63,220,75,2024-09-17 16:00:02,19.88,18.75,19.49,501
42893,77,1011,0,4.63,160,75,2024-09-17 17:00:02,18.81,17.68,18.47,803
42894,75,1011,0,6.69,100,75,2024-09-17 18:00:02,18.77,17.68,18.49,803
42895,66,1012,0,4.63,120,40,2024-09-17 19:00:02,19.32,18.75,19.23,802
42896,67,1012,0,4.12,110,40,2024-09-17 20:00:02,19.32,18.75,19.23,802
42897,72,1012,0,3.6,140,40,2024-09-17 21:00:02,19.32,17.68,19.17,802
42898,73,1012,0,1.34,335,40,2024-09-17 22:00:02,19.32,17.68,18.81,802
42899,80,1012,0,2.06,360,20,2024-09-17 23:00:02,18.77,16.81,18.03,801
42900,79,1012,0,2.06,10,0,2024-09-18 00:00:01,18.21,16.81,17.63,800
42901,78,1012,0,1.54,350,0,2024-09-18 01:00:02,18.21,16.81,17.63,800
42902,78,1012,0,1.54,340,0,2024-09-18 02:00:02,18.21,16.81,17.63,800
42903,79,1012,0,1.54,330,40,2024-09-18 03:00:02,18.21,16.57,17.63,802
42904,82,1012,0,2.06,350,0,2024-09-18 04:00:03,17.66,15.81,16.95,800
42905,80,1012,0,2.06,360,0,2024-09-18 05:00:02,17.1,15.46,16.73,800
42906,82,1013,0,2.06,340,0,2024-09-18 06:00:03,17.1,15.46,16.73,800
42907,61,1013,0,0.89,355,96,2024-09-18 07:00:03,19.88,18.75,19.88,804
42908,56,1014,0,0.45,76,91,2024-09-18 08:00:02,22.08,21.55,21.55,804
42909,61,1014,0,1.54,270,20,2024-09-18 09:00:02,23.21,20.81,22.53,801
42910,62,1014,0,1.54,140,20,2024-09-18 10:00:02,23.21,22.64,22.91,801
42911,63,1014,0,3.6,180,20,2024-09-18 11:00:02,23.23,22.64,22.7,801
42912,59,1013,0.1,4.12,180,40,2024-09-18 12:00:03,24.32,23.19,23.81,211
42913,88,1012,0,12.86,40,75,2024-09-18 13:00:02,22.12,16.81,16.81,502
42914,73,1012,0.2,3.6,100,40,2024-09-18 14:00:05,19.81,19.81,19.81,802
42915,59,1012,0.1,3.6,110,40,2024-09-18 15:00:02,23.21,21.81,22.81,802
42916,63,1012,0,3.09,180,20,2024-09-18 16:00:02,23.21,21.81,22.81,801
42917,63,1013,0,2.06,160,20,2024-09-18 17:00:02,22.81,22.12,22.7,801
42918,67,1013,0,1.03,0,20,2024-09-18 18:00:03,22.12,21.53,21.83,801
42919,63,1014,0,5.14,20,20,2024-09-18 19:00:02,20.99,20.42,20.76,801
42920,68,1014,0,4.12,20,0,2024-09-18 20:00:02,19.88,19.34,19.86,800
42921,68,1014,0,3.09,10,0,2024-09-18 21:00:02,19.32,17.68,18.99,800
42922,73,1014,0,2.06,360,0,2024-09-18 22:00:02,18.77,16.81,18.03,800
42923,74,1014,0,1.34,302,0,2024-09-18 23:00:03,18.21,16.01,17.63,800
42924,77,1014,0,1.34,341,0,2024-09-19 00:00:02,17.66,15.46,16.95,800
42925,80,1014,0,3.09,10,0,2024-09-19 01:00:02,17.1,14.34,16.45,800
42926,78,1013,0,2.06,360,0,2024-09-19 02:00:03,17.1,14.34,16.27,800
42927,78,1013,0,1.54,280,0,2024-09-19 03:00:02,17.1,14.81,16.27,800
42928,81,1013,0,2.57,340,0,2024-09-19 04:00:02,17.1,13.81,15.8,800
42929,81,1013,0,3.6,340,0,2024-09-19 05:00:02,17.1,13.81,15.8,800
42930,74,1013,0,1.79,315,0,2024-09-19 06:00:02,17.1,15.46,16.84,800
42931,71,1014,0,1.34,355,0,2024-09-19 07:00:02,18.77,16.57,18.51,800
42932,64,1014,0,2.68,284,0,2024-09-19 08:00:02,20.42,19.34,20.13,800
42933,62,1014,0,3.6,10,0,2024-09-19 09:00:03,22.08,20.46,21.52,800
42934,55,1013,0,3.6,350,0,2024-09-19 10:00:02,22.81,22.12,22.7,800
42935,51,1013,0,3.6,20,0,2024-09-19 11:00:17,24.34,23.75,23.99,800
42936,58,1013,0,4.92,234,0,2024-09-19 12:00:04,23.23,22.64,22.95,800
42937,58,1012,0,6.17,200,40,2024-09-19 13:00:04,23.81,23.75,23.77,802
42938,62,1012,0,5.14,200,40,2024-09-19 14:00:03,23.81,22.68,23.78,802
42939,61,1012,0,4.12,200,40,2024-09-19 15:00:03,24.81,22.68,23.88,802
42940,62,1012,0,3.6,200,40,2024-09-19 16:00:03,23.81,22.68,23.59,802
42941,64,1012,0,3.6,140,40,2024-09-19 17:00:02,23.21,21.57,22.91,802
42942,62,1013,0,5.14,110,40,2024-09-19 18:00:02,22.81,21.57,22.52,802
42943,65,1014,0,4.12,110,40,2024-09-19 19:00:03,22.1,21.01,21.83,802
42944,65,1014,0,3.09,90,40,2024-09-19 20:00:02,21.81,19.9,21.44,802
42945,65,1015,0,2.06,50,20,2024-09-19 21:00:02,20.99,19.34,20.76,801
42946,69,1015,0,2.57,350,20,2024-09-19 22:00:03,20.44,18.79,19.97,801
42947,70,1015,0,2.57,360,20,2024-09-19 23:00:02,20.44,17.68,19.69,801
42948,66,1015,0,2.06,320,20,2024-09-20 00:00:02,19.88,17.81,19.79,801
42949,76,1015,0,2.57,340,20,2024-09-20 01:00:02,19.32,16.81,18.42,801
42950,72,1014,0,0.89,300,74,2024-09-20 02:00:03,18.77,17.12,18.51,803
42951,78,1014,0,2.57,360,20,2024-09-20 03:00:02,18.77,15.81,17.56,801
42952,80,1015,0,2.06,350,20,2024-09-20 04:00:03,18.21,14.81,17.06,801
42953,80,1015,0,2.06,350,0,2024-09-20 05:00:03,18.21,14.81,17.06,800
42954,71,1015,0,2.57,360,40,2024-09-20 06:00:04,18.21,14.81,18.04,802
42955,62,1016,0,0.89,289,99,2024-09-20 07:00:02,19.32,18.19,19.32,804
42956,56,1016,0,0.89,301,99,2024-09-20 08:00:02,21.55,20.97,21.55,804
42957,60,1017,0,1.34,289,100,2024-09-20 09:00:02,23.21,21.01,22.95,804
42958,60,1017,0,1.54,220,40,2024-09-20 10:00:01,23.81,23.21,23.56,802
42959,61,1017,0,3.6,180,40,2024-09-20 11:00:02,24.81,23.19,24.09,802
42960,60,1017,0,4.63,190,20,2024-09-20 12:00:03,24.88,23.75,24.49,801
42961,60,1017,0,5.14,190,40,2024-09-20 13:00:01,25.44,23.75,24.71,802
42962,60,1016,0,4.63,190,40,2024-09-20 14:00:02,23.81,23.23,23.78,802
42963,57,1016,0,4.12,180,40,2024-09-20 15:00:02,24.88,23.23,24.49,802
42964,61,1016,0,5.14,170,40,2024-09-20 16:00:02,23.81,22.68,23.59,802
42965,63,1017,0,4.63,170,20,2024-09-20 17:00:02,23.21,22.64,22.91,801
42966,66,1017,0,4.12,160,40,2024-09-20 18:00:02,22.12,21.81,22.01,802
42967,70,1018,0,2.57,170,20,2024-09-20 19:00:02,22.1,21.01,22.01,801
42968,67,1018,0,2.57,170,0,2024-09-20 20:00:02,21.55,20.81,21.55,800
42969,68,1018,0,2.06,170,0,2024-09-20 21:00:02,21.55,20.81,21.46,800
42970,68,1018,0,1.54,170,40,2024-09-20 22:00:02,20.99,20.42,20.9,802
42971,69,1019,0,1.03,0,20,2024-09-20 23:00:02,20.44,19.81,20.44,801
42972,70,1019,0,0.51,0,20,2024-09-21 00:00:02,20.42,19.81,19.97,801
42973,75,1018,0,1.03,360,20,2024-09-21 01:00:02,19.88,17.68,19.57,801
42974,78,1018,0,1.54,330,20,2024-09-21 02:00:02,19.32,17.12,18.89,801
42975,77,1018,0,1.54,350,20,2024-09-21 03:00:03,19.86,16.57,18.79,801
42976,76,1018,0,1.54,360,20,2024-09-21 04:00:02,19.86,16.57,18.79,801
42977,80,1018,0,3.09,350,0,2024-09-21 05:00:02,19.3,15.81,18.11,800
42978,79,1018,0,2.06,330,20,2024-09-21 06:00:02,20.42,15.81,18.69,801
42979,74,1018,0,1.54,360,20,2024-09-21 07:00:02,22.1,16.81,20.6,801
42980,58,1019,0,1.34,159,100,2024-09-21 08:00:02,23.77,23.19,23.77,804
42981,63,1019,0,4.63,160,20,2024-09-21 09:00:02,24.32,23.23,23.99,801
42982,60,1019,0,4.63,170,20,2024-09-21 10:00:02,24.88,24.81,24.88,801
42983,57,1019,0,5.66,180,20,2024-09-21 11:00:02,25.99,24.81,25.82,801
42984,61,1018,0,5.66,180,20,2024-09-21 12:00:02,25.81,24.3,24.96,801
42985,61,1017,0,6.17,180,20,2024-09-21 13:00:02,25.81,24.34,25.14,801
42986,62,1017,0,7.72,180,20,2024-09-21 14:00:02,25.46,24.3,24.67,801
42987,64,1017,0,7.2,180,20,2024-09-21 15:00:02,24.9,23.81,24.17,801
42988,64,1017,0,5.66,180,0,2024-09-21 16:00:02,24.34,23.75,23.99,800
42989,65,1017,0,6.17,180,0,2024-09-21 17:00:02,23.77,22.81,23.49,800
42990,64,1017,0,5.14,180,0,2024-09-21 18:00:03,23.21,22.68,23.09,800
42991,64,1018,0,3.6,170,0,2024-09-21 19:00:05,23.21,22.12,23.09,800
42992,61,1018,0,2.06,160,0,2024-09-21 20:00:02,22.81,22.64,22.66,800
42993,67,1018,0.1,1.03,0,0,2024-09-21 21:00:02,23.02,21.81,22.4,800
42994,63,1018,0,2.57,90,0,2024-09-21 22:00:02,22.66,21.81,22.66,800
42995,66,1018,0,1.54,150,20,2024-09-21 23:00:02,22.81,21.98,22.69,801
42996,63,1017,0,2.06,200,20,2024-09-22 00:00:03,23.21,22.64,23.12,801
42997,67,1017,0,3.09,120,20,2024-09-22 01:00:02,22.81,22.08,22.1,801
42998,70,1017,0,3.09,150,20,2024-09-22 02:00:02,22.81,20.46,22.12,801
42999,85,1017,0.18,2.06,330,20,2024-09-22 03:00:02,20.97,19.98,20.75,500
43000,78,1016,0,2.06,40,20,2024-09-22 04:00:03,20.81,19.86,20.36,801
43001,81,1016,0,2.06,60,20,2024-09-22 05:00:02,20.44,18.79,20.07,801
43002,82,1016,0,2.06,300,20,2024-09-22 06:00:02,20.44,18.79,20.26,801
43003,69,1016,0,1.34,109,40,2024-09-22 07:00:02,20.99,20.81,20.99,802
43004,67,1017,0,2.24,67,40,2024-09-22 08:00:02,21.55,20.81,21.55,802
43005,59,1016,0,1.79,113,40,2024-09-22 09:00:03,24.32,22.81,24.23,802
43006,58,1016,0,3.6,140,20,2024-09-22 10:00:02,25.44,24.3,25.26,801
43007,61,1016,0,4.12,210,0,2024-09-22 11:00:04,24.88,24.81,24.88,800
43008,55,1015,0,3.6,210,20,2024-09-22 12:00:02,26.55,25.81,26.55,801
43009,57,1014,0,4.63,220,20,2024-09-22 13:00:02,27.1,25.42,26.84,801
43010,70,1014,0,2.68,185,62,2024-09-22 14:00:02,24.86,23.23,24.86,803
43011,63,1014,0,5.14,190,40,2024-09-22 15:00:01,25.99,24.81,25.65,802
43012,60,1013,0,4.12,180,40,2024-09-22 16:00:02,25.44,24.81,25.35,802
43013,71,1014,0,5.66,180,20,2024-09-22 17:00:06,23.81,23.23,23.78,801
43014,74,1014,0,3.09,170,20,2024-09-22 18:00:02,23.21,22.68,23.09,801
43015,76,1015,0,2.57,190,0,2024-09-22 19:00:02,23.98,22.81,23.16,800
43016,72,1015,0,3.09,200,0,2024-09-22 20:00:02,23.19,22.66,22.75,800
43017,73,1015,0,3.09,200,0,2024-09-22 21:00:02,22.66,21.81,22.66,800
43018,74,1014,0,2.57,180,0,2024-09-22 22:00:03,22.66,21.81,22.57,800
43019,74,1014,0,3.09,200,20,2024-09-22 23:00:01,22.1,21.53,22.01,801
43020,74,1014,0,2.57,200,0,2024-09-23 00:00:03,22.1,21.53,22.01,800
43021,77,1014,0,1.54,190,20,2024-09-23 01:00:01,21.81,20.97,21.46,801
43022,77,1013,0,2.06,200,20,2024-09-23 02:00:02,21.81,20.97,21.46,801
43023,84,1013,0.1,2.57,330,20,2024-09-23 03:00:03,21.55,19.81,21.17,801
43024,77,1013,1.41,1.54,360,40,2024-09-23 04:00:03,21.55,20.81,21.55,501
43025,83,1012,4.21,2.06,280,40,2024-09-23 05:00:03,21.55,20.81,21.21,200
43026,88,1012,2,1.03,0,40,2024-09-23 06:00:01,20.97,18.79,20.44,501
43027,83,1012,0,3.09,10,40,2024-09-23 07:00:02,20.99,19.34,20.65,802
43028,71,1013,0,2.06,360,40,2024-09-23 08:00:02,22.08,20.81,21.64,802
43029,73,1013,0,2.68,303,40,2024-09-23 09:00:02,23.21,21.57,22.81,802
43030,69,1014,0,2.57,340,40,2024-09-23 10:00:05,24.32,23.79,24.17,802
