datetime,value,areaAnalisi
2024-09-15 16:15:00,15118,Cagliari - 002
2024-09-15 16:15:00,20037,Cagliari - 000
2024-09-15 16:15:00,3429,Cagliari - 003
2024-09-15 16:15:00,11716,Cagliari - 005
2024-09-15 16:15:00,26084,Cagliari - 001
2024-09-15 16:00:00,175217,Intero Comune
2024-09-15 16:00:00,18476,Cagliari - 010
2024-09-15 16:00:00,15506,Cagliari - 004
2024-09-15 16:00:00,15261,Cagliari - 009
2024-09-15 16:00:00,10602,Cagliari - 008
2024-09-15 16:00:00,9726,Cagliari - 006
2024-09-15 16:00:00,8489,Cagliari - 007
2024-09-15 16:00:00,8678,Cagliari - 012
2024-09-15 16:00:00,12464,Cagliari - 011
2024-09-15 16:00:00,15122,Cagliari - 002
2024-09-15 16:00:00,19817,Cagliari - 000
2024-09-15 16:00:00,3376,Cagliari - 003
2024-09-15 16:00:00,11766,Cagliari - 005
2024-09-15 16:00:00,25934,Cagliari - 001
2024-09-15 15:45:00,174441,Intero Comune
2024-09-15 15:45:00,18051,Cagliari - 010
2024-09-15 15:45:00,15514,Cagliari - 004
2024-09-15 15:45:00,15250,Cagliari - 009
2024-09-15 15:45:00,10468,Cagliari - 008
2024-09-15 15:45:00,9762,Cagliari - 006
2024-09-15 15:45:00,8490,Cagliari - 007
2024-09-15 15:45:00,8860,Cagliari - 012
2024-09-15 15:45:00,12230,Cagliari - 011
2024-09-15 15:45:00,15069,Cagliari - 002
2024-09-15 15:45:00,19640,Cagliari - 000
2024-09-15 15:45:00,3296,Cagliari - 003
2024-09-15 15:45:00,11654,Cagliari - 005
2024-09-15 15:45:00,26157,Cagliari - 001
2024-09-15 15:30:00,173917,Intero Comune
2024-09-15 15:30:00,18198,Cagliari - 010
2024-09-15 15:30:00,15473,Cagliari - 004
2024-09-15 15:30:00,15097,Cagliari - 009
2024-09-15 15:30:00,10398,Cagliari - 008
2024-09-15 15:30:00,9726,Cagliari - 006
2024-09-15 15:30:00,8293,Cagliari - 007
2024-09-15 15:30:00,9026,Cagliari - 012
2024-09-15 15:30:00,12128,Cagliari - 011
2024-09-15 15:30:00,15057,Cagliari - 002
2024-09-15 15:30:00,19537,Cagliari - 000
2024-09-15 15:30:00,3254,Cagliari - 003
2024-09-15 15:30:00,11616,Cagliari - 005
2024-09-15 15:30:00,26114,Cagliari - 001
2024-09-15 15:15:00,173536,Intero Comune
2024-09-15 15:15:00,18360,Cagliari - 010
2024-09-15 15:15:00,15371,Cagliari - 004
2024-09-15 15:15:00,15087,Cagliari - 009
2024-09-15 15:15:00,10287,Cagliari - 008
2024-09-15 15:15:00,9655,Cagliari - 006
2024-09-15 15:15:00,8311,Cagliari - 007
2024-09-15 15:15:00,9232,Cagliari - 012
2024-09-15 15:15:00,11885,Cagliari - 011
