datetime,value,areaAnalisi
2024-08-01 15:30:00,3991,Cagliari - 003
2024-08-01 15:30:00,25339,Cagliari - 001
2024-08-01 15:15:00,186370,Intero Comune
2024-08-01 15:15:00,7987,Cagliari - 012
2024-08-01 15:15:00,12367,Cagliari - 005
2024-08-01 15:15:00,10816,Cagliari - 006
2024-08-01 15:15:00,18454,Cagliari - 010
2024-08-01 15:15:00,10076,Cagliari - 007
2024-08-01 15:15:00,12169,Cagliari - 008
2024-08-01 15:15:00,17761,Cagliari - 009
2024-08-01 15:15:00,8992,Cagliari - 011
2024-08-01 15:15:00,17513,Cagliari - 004
2024-08-01 15:15:00,19358,Cagliari - 002
2024-08-01 15:15:00,21011,Cagliari - 000
2024-08-01 15:15:00,3995,Cagliari - 003
2024-08-01 15:15:00,25871,Cagliari - 001
2024-08-01 15:00:00,187447,Intero Comune
2024-08-01 15:00:00,8112,Cagliari - 012
2024-08-01 15:00:00,12539,Cagliari - 005
2024-08-01 15:00:00,10720,Cagliari - 006
2024-08-01 15:00:00,18865,Cagliari - 010
2024-08-01 15:00:00,9916,Cagliari - 007
2024-08-01 15:00:00,12204,Cagliari - 008
2024-08-01 15:00:00,17782,Cagliari - 009
2024-08-01 15:00:00,9258,Cagliari - 011
2024-08-01 15:00:00,17758,Cagliari - 004
2024-08-01 15:00:00,19614,Cagliari - 002
2024-08-01 15:00:00,20954,Cagliari - 000
2024-08-01 15:00:00,3989,Cagliari - 003
2024-08-01 15:00:00,25736,Cagliari - 001
2024-08-01 14:45:00,187474,Intero Comune
2024-08-01 14:45:00,8112,Cagliari - 012
2024-08-01 14:45:00,12543,Cagliari - 005
2024-08-01 14:45:00,10721,Cagliari - 006
2024-08-01 14:45:00,18868,Cagliari - 010
2024-08-01 14:45:00,9916,Cagliari - 007
2024-08-01 14:45:00,12208,Cagliari - 008
2024-08-01 14:45:00,17787,Cagliari - 009
2024-08-01 14:45:00,9260,Cagliari - 011
2024-08-01 14:45:00,17760,Cagliari - 004
2024-08-01 14:45:00,19615,Cagliari - 002
2024-08-01 14:45:00,20955,Cagliari - 000
2024-08-01 14:45:00,3989,Cagliari - 003
2024-08-01 14:45:00,25740,Cagliari - 001
2024-08-01 14:30:00,188140,Intero Comune
2024-08-01 14:30:00,8110,Cagliari - 012
2024-08-01 14:30:00,12416,Cagliari - 005
2024-08-01 14:30:00,10730,Cagliari - 006
2024-08-01 14:30:00,18838,Cagliari - 010
2024-08-01 14:30:00,9946,Cagliari - 007
2024-08-01 14:30:00,12365,Cagliari - 008
2024-08-01 14:30:00,17744,Cagliari - 009
2024-08-01 14:30:00,9432,Cagliari - 011
2024-08-01 14:30:00,17653,Cagliari - 004
2024-08-01 14:30:00,19561,Cagliari - 002
2024-08-01 14:30:00,21181,Cagliari - 000
2024-08-01 14:30:00,4061,Cagliari - 003
2024-08-01 14:30:00,26103,Cagliari - 001
2024-08-01 14:15:00,188275,Intero Comune
2024-08-01 14:15:00,7979,Cagliari - 012
2024-08-01 14:15:00,12488,Cagliari - 005
2024-08-01 14:15:00,10784,Cagliari - 006
2024-08-01 14:15:00,19081,Cagliari - 010
2024-08-01 14:15:00,9893,Cagliari - 007
2024-08-01 14:15:00,12444,Cagliari - 008
2024-08-01 14:15:00,17501,Cagliari - 009
2024-08-01 14:15:00,9448,Cagliari - 011
2024-08-01 14:15:00,17718,Cagliari - 004
2024-08-01 14:15:00,19478,Cagliari - 002
2024-08-01 14:15:00,21223,Cagliari - 000
2024-08-01 14:15:00,4065,Cagliari - 003
2024-08-01 14:15:00,26173,Cagliari - 001
2024-08-01 14:00:00,188238,Intero Comune
2024-08-01 14:00:00,7897,Cagliari - 012
2024-08-01 14:00:00,12334,Cagliari - 005
2024-08-01 14:00:00,10913,Cagliari - 006
2024-08-01 14:00:00,18832,Cagliari - 010
2024-08-01 14:00:00,9989,Cagliari - 007
2024-08-01 14:00:00,12408,Cagliari - 008
2024-08-01 14:00:00,17473,Cagliari - 009
2024-08-01 14:00:00,9504,Cagliari - 011
2024-08-01 14:00:00,17632,Cagliari - 004
2024-08-01 14:00:00,19434,Cagliari - 002
2024-08-01 14:00:00,21500,Cagliari - 000
2024-08-01 14:00:00,4058,Cagliari - 003
2024-08-01 14:00:00,26264,Cagliari - 001
2024-08-01 13:45:00,188315,Intero Comune
