seed,circuit,len_ds,Tx,Ty,split,0_precision,0_recall,0_f1-score,0_support,1_precision,1_recall,1_f1-score,1_support,macro_avg_precision,macro_avg_recall,macro_avg_f1-score,macro_avg_support,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1-score,weighted_avg_support
42,angle,10,1,10,test,0.8885448916408669,1.0,0.9409836065573772,287.0,1.0,0.1428571428571428,0.25,42.0,0.9442724458204336,0.5714285714285714,0.5954918032786886,329.0,0.9027732033462882,0.8905775075987842,0.8527729333798396,329.0
42,angle2nd,10,1,10,train,0.8703862660944206,0.8848167539267016,0.8775421895283427,1146.0,0.12,0.1065088757396449,0.1128526645768025,169.0,0.4951931330472103,0.4956628148331732,0.4951974270525726,1315.0,0.7739487915925521,0.7847908745247149,0.7792665015307685,1315.0
42,angle2nd,10,1,10,test,0.8723404255319149,1.0,0.931818181818182,287.0,0.0,0.0,0.0,42.0,0.4361702127659574,0.5,0.4659090909090909,329.0,0.7609778180172024,0.8723404255319149,0.812862669245648,329.0
42,angle,10,1,12,train,0.86198738170347,0.977638640429338,0.9161777032690696,1118.0,0.4444444444444444,0.1025641025641025,0.1666666666666666,195.0,0.6532159130739572,0.5401013714967203,0.5414221849678682,1313.0,0.7999760543877732,0.8476770753998477,0.8048641829815841,1313.0
42,angle,10,1,12,test,0.8853503184713376,0.9928571428571428,0.936026936026936,280.0,0.8666666666666667,0.2653061224489796,0.40625,49.0,0.8760084925690022,0.6290816326530613,0.671138468013468,329.0,0.8825676469259611,0.8844984802431611,0.8571239881080307,329.0
42,angle2nd,10,1,12,train,0.8531222515391381,0.8676207513416816,0.8603104212860311,1118.0,0.1590909090909091,0.1435897435897435,0.150943396226415,195.0,0.5061065803150236,0.5056052474657126,0.5056269087562231,1313.0,0.7500482897894011,0.7600913937547601,0.7549588829108406,1313.0
42,angle2nd,10,1,12,test,0.851063829787234,1.0,0.9195402298850576,280.0,0.0,0.0,0.0,49.0,0.425531914893617,0.5,0.4597701149425288,329.0,0.724309642372114,0.851063829787234,0.7825874296894106,329.0
42,angle,10,1,14,train,0.854320987654321,0.9514207149404216,0.9002601908065916,1091.0,0.4536082474226804,0.1990950226244343,0.2767295597484276,221.0,0.6539646175385007,0.575257868782428,0.5884948752775097,1312.0,0.7868228812585949,0.8246951219512195,0.7952294976176784,1312.0
42,angle,10,1,14,test,0.903654485049834,0.9963369963369964,0.9477351916376306,273.0,0.9629629629629628,0.4727272727272727,0.6341463414634146,55.0,0.9333087240063984,0.7345321345321345,0.7909407665505226,328.0,0.9135995042120963,0.9085365853658536,0.8951516954193932,328.0
42,angle2nd,10,1,14,train,0.8330341113105925,0.8505957836846929,0.8417233560090703,1091.0,0.1767676767676767,0.1583710407239819,0.1670644391408114,221.0,0.5049008940391346,0.5044834122043373,0.5043938975749409,1312.0,0.722489231711519,0.7339939024390244,0.7280803524817188,1312.0
42,angle2nd,10,1,14,test,0.8323170731707317,1.0,0.908485856905158,273.0,0.0,0.0,0.0,55.0,0.4161585365853658,0.5,0.454242928452579,328.0,0.6927517102914932,0.8323170731707317,0.7561482894363053,328.0
42,angle,10,1,16,train,0.8363338788870703,0.95962441314554,0.8937472671622213,1065.0,0.5113636363636364,0.1836734693877551,0.2702702702702703,245.0,0.6738487576253533,0.5716489412666476,0.5820087687162459,1310.0,0.7755570014685654,0.8145038167938932,0.777142790644261,1310.0
42,angle,10,1,16,test,0.8859060402684564,0.9887640449438202,0.9345132743362832,267.0,0.9,0.4426229508196721,0.5934065934065934,61.0,0.8929530201342282,0.7156934978817462,0.7639599338714383,328.0,0.8885271730234082,0.8871951219512195,0.8710757513585056,328.0
42,angle2nd,10,1,16,train,0.8157407407407408,0.8272300469483568,0.8214452214452214,1065.0,0.2,0.1877551020408163,0.1936842105263158,245.0,0.5078703703703704,0.5074925744945865,0.5075647159857686,1310.0,0.7005831212892282,0.7076335877862595,0.7040395361970291,1310.0
42,angle2nd,10,1,16,test,0.8140243902439024,1.0,0.8974789915966386,267.0,0.0,0.0,0.0,61.0,0.4070121951219512,0.5,0.4487394957983193,328.0,0.6626357079119571,0.8140243902439024,0.7305697888911661,328.0
42,angle,10,1,18,train,0.8288590604026845,0.9509143407122232,0.8857014791573286,1039.0,0.5603448275862069,0.241635687732342,0.3376623376623376,269.0,0.6946019439944457,0.5962750142222826,0.611681908409833,1308.0,0.7736370966200908,0.805045871559633,0.7729931236052241,1308.0
42,angle,10,1,18,test,0.8724137931034482,0.9693486590038314,0.9183303085299456,261.0,0.7894736842105263,0.4477611940298507,0.5714285714285714,67.0,0.8309437386569873,0.708554926516841,0.7448794399792584,328.0,0.8554717586649551,0.8628048780487805,0.8474692829635063,328.0
42,angle2nd,10,1,18,train,0.799047619047619,0.8075072184793071,0.8032551460028723,1039.0,0.2248062015503876,0.2156133828996282,0.2201138519924099,269.0,0.5119269102990033,0.5115603006894677,0.5116844989976411,1308.0,0.6809505691189071,0.6857798165137615,0.6833277697881824,1308.0
42,angle2nd,10,1,18,test,0.7957317073170732,1.0,0.8862478777589133,261.0,0.0,0.0,0.0,67.0,0.3978658536585366,0.5,0.4431239388794566,328.0,0.6331889500297442,0.7957317073170732,0.7052155368752329,328.0
42,angle,10,1,20,train,0.8214592274678112,0.9437869822485208,0.8783845800826067,1014.0,0.5985915492957746,0.2901023890784983,0.3908045977011494,293.0,0.7100253883817929,0.6169446856635095,0.634594588891878,1307.0,0.7714973072655107,0.7972456006120887,0.7690801157843917,1307.0
42,angle,10,1,20,test,0.8378378378378378,0.9763779527559056,0.901818181818182,254.0,0.8064516129032258,0.3424657534246575,0.4807692307692307,73.0,0.8221447253705318,0.6594218530902816,0.6912937062937063,327.0,0.8308311270726185,0.8348623853211009,0.8078225444280491,327.0
42,angle2nd,10,1,20,train,0.7748279252704031,0.777120315581854,0.775972427375677,1014.0,0.2206896551724138,0.2184300341296928,0.2195540308747855,293.0,0.4977587902214084,0.4977751748557734,0.4977632291252312,1307.0,0.6506025900456818,0.6518745218056619,0.6512359391011848,1307.0
42,angle2nd,10,1,20,test,0.7767584097859327,1.0,0.874354561101549,254.0,0.0,0.0,0.0,73.0,0.3883792048929663,0.5,0.4371772805507745,327.0,0.603353627173171,0.7767584097859327,0.6791622584703163,327.0
42,angle,10,1,22,train,0.8076588337684943,0.9373737373737374,0.8676951846657316,990.0,0.6025641025641025,0.2984126984126984,0.3991507430997877,315.0,0.7051114681662984,0.6178932178932179,0.6334229638827596,1305.0,0.7581532089950205,0.7831417624521073,0.7545982504946417,1305.0
42,angle,10,1,22,test,0.8367346938775511,0.9919354838709676,0.9077490774907748,248.0,0.9393939393939394,0.3924050632911392,0.5535714285714286,79.0,0.8880643166357453,0.6921702735810535,0.7306602530311017,327.0,0.8615361629778406,0.8470948012232415,0.8221832234705049,327.0
42,angle2nd,10,1,22,train,0.7625250501002004,0.7686868686868686,0.7655935613682093,990.0,0.254071661237785,0.2476190476190476,0.2508038585209003,315.0,0.5082983556689927,0.5081529581529581,0.5081987099445548,1305.0,0.6397949217541002,0.6429118773946361,0.6413339779223072,1305.0
42,angle2nd,10,1,22,test,0.7584097859327217,1.0,0.8626086956521739,248.0,0.0,0.0,0.0,79.0,0.3792048929663608,0.5,0.4313043478260869,327.0,0.5751854033985168,0.7584097859327217,0.6542108762132695,327.0
42,angle,10,1,24,train,0.7977132805628848,0.9389233954451346,0.8625772705658583,966.0,0.6467065868263473,0.3195266272189349,0.4277227722772277,338.0,0.7222099336946161,0.6292250113320348,0.645150021421543,1304.0,0.7585719749778007,0.7783742331288344,0.749861917481842,1304.0
42,angle,10,1,24,test,0.8428571428571429,0.975206611570248,0.9042145593869731,242.0,0.8695652173913043,0.4761904761904761,0.6153846153846153,84.0,0.8562111801242236,0.725698543880362,0.7597995873857943,326.0,0.8497389780131845,0.8466257668711656,0.8297921198280834,326.0
42,angle2nd,10,1,24,train,0.7530864197530864,0.7577639751552795,0.7554179566563466,966.0,0.2951807228915662,0.2899408284023668,0.2925373134328358,338.0,0.5241335713223263,0.5238524017788232,0.5239776350445912,1304.0,0.6343961394316188,0.6365030674846626,0.6354381580293936,1304.0
42,angle2nd,10,1,24,test,0.7423312883435583,1.0,0.852112676056338,242.0,0.0,0.0,0.0,84.0,0.3711656441717791,0.5,0.426056338028169,326.0,0.5510557416538071,0.7423312883435583,0.6325499006307785,326.0
42,amplitude,10,1,1,train,0.9742228961334344,0.9976708074534162,0.985807441503644,1288.0,0.0,0.0,0.0,34.0,0.4871114480667172,0.4988354037267081,0.492903720751822,1322.0,0.9491672391980812,0.9720121028744326,0.9604538461850932,1322.0
42,amplitude,10,1,1,test,0.972809667673716,1.0,0.9862174578866768,322.0,0.0,0.0,0.0,9.0,0.486404833836858,0.5,0.4931087289433384,331.0,0.9463586495194456,0.972809667673716,0.959401877460755,331.0
42,amplitude,10,1,2,train,0.9596651445966514,0.9952644041041832,0.9771406431615652,1267.0,0.1428571428571428,0.0185185185185185,0.0327868852459016,54.0,0.5512611437268972,0.5068914613113509,0.5049637642037335,1321.0,0.9262755669328108,0.955336866010598,0.9385372344352626,1321.0
42,amplitude,10,1,2,test,0.963302752293578,0.9936908517350158,0.9782608695652174,317.0,0.5,0.1428571428571428,0.2222222222222222,14.0,0.731651376146789,0.5682739972960793,0.6002415458937198,331.0,0.94370686548962,0.9577039274924471,0.9462834041186858,331.0
42,amplitude,10,1,4,train,0.9359756097560976,0.9951377633711508,0.9646504320502748,1234.0,0.25,0.0232558139534883,0.0425531914893617,86.0,0.5929878048780488,0.5091967886623195,0.5036018117698183,1320.0,0.8912832594235033,0.9318181818181818,0.9045743997107002,1320.0
42,amplitude,10,1,4,test,0.9386503067484664,0.9935064935064936,0.9652996845425869,308.0,0.5,0.0909090909090909,0.1538461538461538,22.0,0.7193251533742331,0.5422077922077922,0.5595729191943704,330.0,0.9094069529652352,0.9333333333333332,0.9112027824961578,330.0
42,amplitude,10,1,6,train,0.913109756097561,0.9950166112956812,0.9523052464228936,1204.0,0.0,0.0,0.0,114.0,0.4565548780487805,0.4975083056478405,0.4761526232114467,1318.0,0.834130611791702,0.9089529590288316,0.8699359003741759,1318.0
42,amplitude,10,1,6,test,0.9148936170212766,1.0,0.9555555555555556,301.0,1.0,0.0344827586206896,0.0666666666666666,29.0,0.9574468085106382,0.5172413793103449,0.5111111111111112,330.0,0.9223726627981949,0.9151515151515152,0.8774410774410776,330.0
42,amplitude,10,1,8,train,0.8914373088685015,0.9931856899488928,0.9395648670427076,1174.0,0.0,0.0,0.0,142.0,0.4457186544342507,0.4965928449744463,0.4697824335213537,1316.0,0.7952487846592863,0.8860182370820668,0.8381832476505612,1316.0
42,amplitude,10,1,8,test,0.899390243902439,1.0,0.9470304975922954,295.0,1.0,0.0571428571428571,0.1081081081081081,35.0,0.9496951219512196,0.5285714285714286,0.5275693028502018,330.0,0.910060975609756,0.9,0.8580538805257907,330.0
42,amplitude,10,1,10,train,0.8704980842911877,0.9912739965095986,0.926968584251326,1146.0,0.0,0.0,0.0,169.0,0.4352490421455938,0.4956369982547993,0.463484292125663,1315.0,0.7586241860058563,0.8638783269961977,0.8078372604958324,1315.0
42,amplitude,10,1,10,test,0.8769230769230769,0.9930313588850174,0.9313725490196078,287.0,0.5,0.0476190476190476,0.0869565217391304,42.0,0.6884615384615385,0.5203252032520325,0.5091645353793691,329.0,0.8288052373158757,0.8723404255319149,0.823574758302951,329.0
42,amplitude,10,1,12,train,0.8510802469135802,0.9865831842576028,0.9138359569179784,1118.0,0.1176470588235294,0.0102564102564102,0.0188679245283018,195.0,0.4843636528685548,0.4984197972570065,0.4663519407231401,1313.0,0.7421545259101073,0.8415841584158416,0.78091991250367,1313.0
42,amplitude,10,1,12,test,0.8532110091743119,0.9964285714285714,0.9192751235584844,280.0,0.5,0.0204081632653061,0.0392156862745097,49.0,0.676605504587156,0.5084183673469388,0.4792454049164971,329.0,0.8006051141909037,0.851063829787234,0.7882024414098074,329.0
42,amplitude,10,1,14,train,0.8304821150855366,0.9789184234647113,0.8986116954143879,1091.0,0.1153846153846153,0.0135746606334841,0.0242914979757085,221.0,0.472933365235076,0.4962465420490977,0.4614515966950482,1312.0,0.7100274295414027,0.8163109756097561,0.7513367231324152,1312.0
42,amplitude,10,1,14,test,0.8364197530864198,0.9926739926739928,0.9078726968174206,273.0,0.5,0.0363636363636363,0.0677966101694915,55.0,0.6682098765432098,0.5145188145188145,0.487834653493456,328.0,0.7800079042457092,0.8323170731707317,0.7670062798490177,328.0
42,amplitude,10,1,16,train,0.8088923556942278,0.9737089201877934,0.8836812952705582,1065.0,0.0,0.0,0.0,245.0,0.4044461778471139,0.4868544600938967,0.4418406476352791,1310.0,0.6576109609269867,0.7916030534351145,0.7184126560787362,1310.0
42,amplitude,10,1,16,test,0.8165137614678899,1.0,0.898989898989899,267.0,1.0,0.0163934426229508,0.032258064516129,61.0,0.908256880733945,0.5081967213114754,0.465623981753014,328.0,0.8506377265607518,0.8170731707317073,0.7377989175786186,328.0
42,amplitude,10,1,18,train,0.7929936305732485,0.958614051973051,0.8679738562091505,1039.0,0.173076923076923,0.0334572490706319,0.0560747663551401,269.0,0.4830352768250857,0.4960356505218415,0.4620243112821453,1308.0,0.6655031150407472,0.768348623853211,0.7010007253446789,1308.0
42,amplitude,10,1,18,test,0.8012422360248447,0.9885057471264368,0.8850771869639794,261.0,0.5,0.044776119402985,0.0821917808219178,67.0,0.6506211180124224,0.5166409332647109,0.4836344838929486,328.0,0.7397079987880624,0.7957317073170732,0.7210731558313023,328.0
42,amplitude,10,1,20,train,0.7747385358004827,0.9497041420118344,0.8533451484271156,1014.0,0.203125,0.0443686006825938,0.072829131652661,293.0,0.4889317679002413,0.497036371347214,0.4630871400398883,1307.0,0.6465956390984616,0.7467482785003825,0.6783710145978002,1307.0
42,amplitude,10,1,20,test,0.7861635220125787,0.984251968503937,0.8741258741258742,254.0,0.5555555555555556,0.0684931506849315,0.1219512195121951,73.0,0.6708595387840671,0.5263725595944343,0.4980385468190346,327.0,0.7346822328646806,0.7798165137614679,0.7062092081111996,327.0
42,amplitude,10,1,22,train,0.7477253928866832,0.9131313131313132,0.8221919054115506,990.0,0.1041666666666666,0.0317460317460317,0.0486618004866179,315.0,0.4259460297766749,0.4724386724386724,0.4354268529490843,1305.0,0.5923836313852998,0.7003831417624521,0.6354777421538083,1305.0
42,amplitude,10,1,22,test,0.7823343848580442,1.0,0.8778761061946903,248.0,1.0,0.1265822784810126,0.2247191011235955,79.0,0.8911671924290221,0.5632911392405063,0.5512976036591429,327.0,0.834920267415275,0.7889908256880734,0.7200797655200222,327.0
42,amplitude,10,1,24,train,0.7379491673970202,0.8716356107660456,0.7992406264831514,966.0,0.2392638036809816,0.1153846153846153,0.155688622754491,338.0,0.4886064855390009,0.4935101130753305,0.4774646246188212,1304.0,0.6086886973540593,0.6756134969325154,0.6324303678479618,1304.0
42,amplitude,10,1,24,test,0.785234899328859,0.9669421487603306,0.8666666666666667,242.0,0.7142857142857143,0.238095238095238,0.3571428571428571,84.0,0.7497603068072867,0.6025186934277843,0.611904761904762,326.0,0.7669535142257174,0.7791411042944786,0.7353783231083845,326.0
528,angle,10,1,1,train,0.9742619227857684,0.999223602484472,0.9865848984285168,1288.0,0.0,0.0,0.0,34.0,0.4871309613928842,0.499611801242236,0.4932924492142583,1322.0,0.9492052621392356,0.9735249621785174,0.9612113079999468,1322.0
528,angle,10,1,1,test,0.972809667673716,1.0,0.9862174578866768,322.0,0.0,0.0,0.0,9.0,0.486404833836858,0.5,0.4931087289433384,331.0,0.9463586495194456,0.972809667673716,0.959401877460755,331.0
528,angle2nd,10,1,1,train,0.9742813918305596,1.0,0.9869731800766284,1288.0,0.0,0.0,0.0,34.0,0.4871406959152798,0.5,0.4934865900383142,1322.0,0.9492242304672928,0.9742813918305596,0.9615896035844912,1322.0
528,angle2nd,10,1,1,test,0.972809667673716,1.0,0.9862174578866768,322.0,0.0,0.0,0.0,9.0,0.486404833836858,0.5,0.4931087289433384,331.0,0.9463586495194456,0.972809667673716,0.959401877460755,331.0
528,amplitude,10,1,1,train,0.9742619227857684,0.999223602484472,0.9865848984285168,1288.0,0.0,0.0,0.0,34.0,0.4871309613928842,0.499611801242236,0.4932924492142583,1322.0,0.9492052621392356,0.9735249621785174,0.9612113079999468,1322.0
528,amplitude,10,1,1,test,0.972809667673716,1.0,0.9862174578866768,322.0,0.0,0.0,0.0,9.0,0.486404833836858,0.5,0.4931087289433384,331.0,0.9463586495194456,0.972809667673716,0.959401877460755,331.0
491,angle,10,1,1,train,0.9742813918305596,1.0,0.9869731800766284,1288.0,0.0,0.0,0.0,34.0,0.4871406959152798,0.5,0.4934865900383142,1322.0,0.9492242304672928,0.9742813918305596,0.9615896035844912,1322.0
491,angle,10,1,1,test,0.972809667673716,1.0,0.9862174578866768,322.0,0.0,0.0,0.0,9.0,0.486404833836858,0.5,0.4931087289433384,331.0,0.9463586495194456,0.972809667673716,0.959401877460755,331.0
491,angle2nd,10,1,1,train,0.9742813918305596,1.0,0.9869731800766284,1288.0,0.0,0.0,0.0,34.0,0.4871406959152798,0.5,0.4934865900383142,1322.0,0.9492242304672928,0.9742813918305596,0.9615896035844912,1322.0
491,angle2nd,10,1,1,test,0.972809667673716,1.0,0.9862174578866768,322.0,0.0,0.0,0.0,9.0,0.486404833836858,0.5,0.4931087289433384,331.0,0.9463586495194456,0.972809667673716,0.959401877460755,331.0
491,amplitude,10,1,1,train,0.9741641337386018,0.9953416149068324,0.9846390168970814,1288.0,0.0,0.0,0.0,34.0,0.4870820668693009,0.4976708074534161,0.4923195084485407,1322.0,0.9491099880902564,0.9697428139183056,0.9593154718331626,1322.0
491,amplitude,10,1,1,test,0.972809667673716,1.0,0.9862174578866768,322.0,0.0,0.0,0.0,9.0,0.486404833836858,0.5,0.4931087289433384,331.0,0.9463586495194456,0.972809667673716,0.959401877460755,331.0
528,angle,10,1,2,train,0.9598484848484848,1.0,0.9795129493621956,1267.0,1.0,0.0185185185185185,0.0363636363636363,54.0,0.9799242424242424,0.5092592592592593,0.5079382928629159,1321.0,0.9614898034088042,0.9598788796366388,0.9409587760829208,1321.0
528,angle,10,1,2,test,0.9577039274924471,1.0,0.978395061728395,317.0,0.0,0.0,0.0,14.0,0.4788519637462236,0.5,0.4891975308641975,331.0,0.9171968127344584,0.9577039274924471,0.9370127932564992,331.0
528,angle2nd,10,1,2,train,0.9595419847328244,0.9921073401736386,0.9755529685681026,1267.0,0.0909090909090909,0.0185185185185185,0.0307692307692307,54.0,0.5252255378209577,0.5053129293460785,0.5031610996686666,1321.0,0.924033902774852,0.9523088569265707,0.9369319830714038,1321.0
528,angle2nd,10,1,2,test,0.9577039274924471,1.0,0.978395061728395,317.0,0.0,0.0,0.0,14.0,0.4788519637462236,0.5,0.4891975308641975,331.0,0.9171968127344584,0.9577039274924471,0.9370127932564992,331.0
528,amplitude,10,1,2,train,0.963302752293578,0.994475138121547,0.9786407766990292,1267.0,0.4615384615384615,0.1111111111111111,0.1791044776119403,54.0,0.7124206069160197,0.552793124616329,0.5788726271554847,1321.0,0.9427915700825436,0.9583648750946252,0.9459572338143184,1321.0
528,amplitude,10,1,2,test,0.9574468085106383,0.9936908517350158,0.9752321981424148,317.0,0.0,0.0,0.0,14.0,0.4787234042553192,0.4968454258675079,0.4876160990712074,331.0,0.9169505688757472,0.9516616314199396,0.933983706378083,331.0
491,angle,10,1,2,train,0.959121877365632,1.0,0.9791344667697064,1267.0,0.0,0.0,0.0,54.0,0.4795609386828161,0.5,0.4895672333848531,1321.0,0.9199147756413748,0.959121877365632,0.9391092879615578,1321.0
491,angle,10,1,2,test,0.9577039274924471,1.0,0.978395061728395,317.0,0.0,0.0,0.0,14.0,0.4788519637462236,0.5,0.4891975308641975,331.0,0.9171968127344584,0.9577039274924471,0.9370127932564992,331.0
491,angle2nd,10,1,2,train,0.959121877365632,1.0,0.9791344667697064,1267.0,0.0,0.0,0.0,54.0,0.4795609386828161,0.5,0.4895672333848531,1321.0,0.9199147756413748,0.959121877365632,0.9391092879615578,1321.0
491,angle2nd,10,1,2,test,0.9577039274924471,1.0,0.978395061728395,317.0,0.0,0.0,0.0,14.0,0.4788519637462236,0.5,0.4891975308641975,331.0,0.9171968127344584,0.9577039274924471,0.9370127932564992,331.0
491,amplitude,10,1,2,train,0.958904109589041,0.994475138121547,0.976365749709415,1267.0,0.0,0.0,0.0,54.0,0.4794520547945205,0.4972375690607735,0.4881828748547075,1321.0,0.9197059098026608,0.9538228614685844,0.9364537508567968,1321.0
491,amplitude,10,1,2,test,0.9577039274924471,1.0,0.978395061728395,317.0,0.0,0.0,0.0,14.0,0.4788519637462236,0.5,0.4891975308641975,331.0,0.9171968127344584,0.9577039274924471,0.9370127932564992,331.0
528,angle,10,1,4,train,0.9346504559270516,0.9967585089141004,0.9647058823529412,1234.0,0.0,0.0,0.0,86.0,0.4673252279635258,0.4983792544570502,0.4823529411764705,1320.0,0.8737565625863498,0.9318181818181818,0.9018538324420676,1320.0
528,angle,10,1,4,test,0.9361702127659576,1.0,0.967032967032967,308.0,1.0,0.0454545454545454,0.0869565217391304,22.0,0.9680851063829788,0.5227272727272727,0.5269947443860488,330.0,0.9404255319148936,0.9363636363636364,0.908361204013378,330.0
528,angle2nd,10,1,4,train,0.9353582554517134,0.973257698541329,0.953931691818904,1234.0,0.0833333333333333,0.0348837209302325,0.0491803278688524,86.0,0.5093457943925234,0.5040707097357808,0.5015560098438782,1320.0,0.8798475408288492,0.912121212121212,0.894985769622158,1320.0
528,angle2nd,10,1,4,test,0.9333333333333332,1.0,0.9655172413793104,308.0,0.0,0.0,0.0,22.0,0.4666666666666667,0.5,0.4827586206896552,330.0,0.8711111111111112,0.9333333333333332,0.9011494252873564,330.0
528,amplitude,10,1,4,train,0.9372128637059725,0.9918962722852512,0.9637795275590552,1234.0,0.2857142857142857,0.0465116279069767,0.08,86.0,0.6114635747101291,0.519203950096114,0.5218897637795276,1320.0,0.8947667442307566,0.9303030303030304,0.9061999522786924,1320.0
