"Time","Sensor1","Sensor2","Sensor3"
2024-08-19 04:30:00,,7,6.4
2024-08-19 04:40:00,3.2,6.7,6.2
2024-08-19 04:50:00,4,3.4,3.3
2024-08-19 05:00:00,3.1,6.9,3.6
2024-08-19 05:10:00,7.1,4.5,1.5
2024-08-19 05:20:00,5.7,3.2,5.3
2024-08-19 05:30:00,4.6,8.4,7.4
2024-08-19 05:40:00,6.6,3.8,5.9
2024-08-19 05:50:00,8,1.7,6
2024-08-19 06:00:00,6.3,3.9,5
2024-08-19 06:10:00,6.8,7.6,6.3
2024-08-19 06:20:00,10,7.7,4.9
2024-08-19 06:30:00,3.3,5.6,3.2
2024-08-19 06:40:00,8.2,6.9,5
2024-08-19 06:50:00,9.6,8.3,2.2
2024-08-19 07:00:00,9.6,2.9,7.7
2024-08-19 07:10:00,8.7,5.6,4.6
2024-08-19 07:20:00,5,5,5.4
2024-08-19 07:30:00,12,9.8,5.1
2024-08-19 07:40:00,8.3,5.7,5.9
2024-08-19 07:50:00,11,15,5.2
2024-08-19 08:00:00,12,8.2,8.2
2024-08-19 08:10:00,15,11,6.5
2024-08-19 08:20:00,18,15,8.6
2024-08-19 08:30:00,13,16,6.9
2024-08-19 08:40:00,8.3,10,9.5
2024-08-19 08:50:00,8.6,8.1,7.5
2024-08-19 09:00:00,12,7.6,9.7
2024-08-19 09:10:00,13,8.2,7
2024-08-19 09:20:00,5.9,8.6,11
2024-08-19 09:30:00,,7.2,8.6
2024-08-19 09:40:00,10,5.7,7.9
2024-08-19 09:50:00,6.1,12,4.3
2024-08-19 10:00:00,9.7,7,5.9
2024-08-19 10:10:00,9.9,8.3,9.8
2024-08-19 10:20:00,11,7.6,4.9
2024-08-19 10:30:00,6.1,9,11
2024-08-19 10:40:00,6.6,11,6.6
2024-08-19 10:50:00,6,13,7.8
2024-08-19 11:00:00,8.4,6.8,4.8
2024-08-19 11:10:00,8.8,5.4,6.5
2024-08-19 11:20:00,7.9,6.9,5.5
2024-08-19 11:30:00,8.1,11,2.6
2024-08-19 11:40:00,12,10,7.5
2024-08-19 11:50:00,11,4.1,7.5
2024-08-19 12:00:00,5.8,8.8,8.2
2024-08-19 12:10:00,6.7,13,5.2
2024-08-19 12:20:00,7.1,6.5,9.1
2024-08-19 12:30:00,12,5.2,13
2024-08-19 12:40:00,9.7,8.7,8.4
2024-08-19 12:50:00,6.4,7.7,7.1
2024-08-19 13:00:00,5.6,7.4,6.4
2024-08-19 13:10:00,8.9,5.4,10
2024-08-19 13:20:00,7.9,8,7.3
2024-08-19 13:30:00,10,9.5,6.2
2024-08-19 13:40:00,8.9,6.5,4.9
2024-08-19 13:50:00,12,4.4,6
2024-08-19 14:00:00,3.6,7.7,8
2024-08-19 14:10:00,7.2,4.8,6.8
2024-08-19 14:20:00,4.9,8,5.5
2024-08-19 14:30:00,4.6,9.8,5.7
2024-08-19 14:40:00,5.8,3.2,8.9
2024-08-19 14:50:00,9.2,7.5,2.5
2024-08-19 15:00:00,6.1,6.8,5.3
2024-08-19 15:10:00,11,6.1,5.7
2024-08-19 15:20:00,4.6,4.3,5.4
2024-08-19 15:30:00,,7.8,4.2
2024-08-19 15:40:00,6.4,5.5,7.5
2024-08-19 15:50:00,4.2,5.7,3.2
2024-08-19 16:00:00,6.8,8.5,2.8
2024-08-19 16:10:00,6.9,3.4,5.7
2024-08-19 16:20:00,10,7.1,4.7
2024-08-19 16:30:00,7.9,10,4.5
2024-08-19 16:40:00,8.4,7.1,6
2024-08-19 16:50:00,10,9.3,7.2
2024-08-19 17:00:00,10,7.8,8
2024-08-19 17:10:00,7.3,7.9,5.9
2024-08-19 17:20:00,14,7.8,7.6
2024-08-19 17:30:00,11,8.6,5.4
2024-08-19 17:40:00,7.9,10,5.6
2024-08-19 17:50:00,11,8,6
2024-08-19 18:00:00,7.5,6.6,5.9
2024-08-19 18:10:00,13,8.3,8
2024-08-19 18:20:00,13,5.3,8.1
2024-08-19 18:30:00,6.9,8.2,5.9
2024-08-19 18:40:00,5,9.8,6.4
2024-08-19 18:50:00,6.4,6.1,3.5
2024-08-19 19:00:00,4,4.7,4
2024-08-19 19:10:00,13,8.8,3.8
2024-08-19 19:20:00,9.3,11,4.3
2024-08-19 19:30:00,8.1,15,5.6
2024-08-19 19:40:00,3.7,12,4.6
2024-08-19 19:50:00,12,4.3,5.3
2024-08-19 20:00:00,5,6.8,5.6
2024-08-19 20:10:00,5.7,7,7.4
2024-08-19 20:20:00,10,9.3,6.4
2024-08-19 20:30:00,7.3,9.1,7
2024-08-19 20:40:00,9,7.2,5.2
2024-08-19 20:50:00,5.3,9.5,6.8
2024-08-19 21:00:00,,3,7.7
2024-08-19 21:10:00,7.5,8.7,7.9
2024-08-19 21:20:00,15,13,7.1
2024-08-19 21:30:00,6,8.5,6.6
2024-08-19 21:40:00,8.2,4.4,8.7
2024-08-19 21:50:00,8,9.1,12
2024-08-19 22:00:00,5.8,5.7,9.5
2024-08-19 22:10:00,14,9.1,5
2024-08-19 22:20:00,8.5,8.8,5.1
2024-08-19 22:30:00,6.8,12,7.6
2024-08-19 22:40:00,10,11,6.6
2024-08-19 22:50:00,9.7,12,5.8
2024-08-19 23:00:00,6.8,7.9,4
2024-08-19 23:10:00,10,12,8.1
2024-08-19 23:20:00,4.6,9.3,4.7
2024-08-19 23:30:00,18,10,7.6
2024-08-19 23:40:00,9.8,11,5.5
2024-08-19 23:50:00,7.5,5.5,7.6
2024-08-20 00:00:00,6.1,15,7.6
2024-08-20 00:10:00,15,5.8,7.6
2024-08-20 00:20:00,8.5,7,9.2
2024-08-20 00:30:00,9.5,5,14
2024-08-20 00:40:00,15,7.3,6.9
2024-08-20 00:50:00,,7,5.2
2024-08-20 01:00:00,11,7.5,9.2
2024-08-20 01:10:00,7.6,7.3,7.5
2024-08-20 01:20:00,7.6,9.9,6.6
2024-08-20 01:30:00,8.9,11,9.1
2024-08-20 01:40:00,11,6.3,10
2024-08-20 01:50:00,7.8,11,4.7
2024-08-20 02:00:00,12,6.4,13
2024-08-20 02:10:00,10,16,8.3
2024-08-20 02:20:00,8.9,8,7.6
2024-08-20 02:30:00,10,9.5,9.1
2024-08-20 02:40:00,9,6.6,7.2
2024-08-20 02:50:00,7.8,8.5,5.2
2024-08-20 03:00:00,6.4,15,5.5
2024-08-20 03:10:00,6.6,6.1,8.5
2024-08-20 03:20:00,5,5.5,10
2024-08-20 03:30:00,5.8,11,11
2024-08-20 03:40:00,13,4.6,6.5
2024-08-20 03:50:00,11,4.4,5.1
2024-08-20 04:00:00,,8.3,7.6
2024-08-20 04:10:00,18,7.7,4.1
2024-08-20 04:20:00,11,6.5,7.8
2024-08-20 04:30:00,7,7.2,8.6
2024-08-20 04:40:00,6.3,4.7,6.9
2024-08-20 04:50:00,9.3,11,9.8
2024-08-20 05:00:00,8.6,4.8,
2024-08-20 05:10:00,6.9,8.3,7.1
2024-08-20 05:20:00,6,6.4,6.2
2024-08-20 05:30:00,5.8,7.6,5
2024-08-20 05:40:00,5.1,9,9
2024-08-20 05:50:00,9.1,7.5,3.8
2024-08-20 06:00:00,11,8.9,3.8
2024-08-20 06:10:00,4.7,9.9,11
2024-08-20 06:20:00,3.9,13,4.6
2024-08-20 06:30:00,5.6,7.6,5.6
2024-08-20 06:40:00,9.7,6.2,7.1
2024-08-20 06:50:00,10,8.5,6
2024-08-20 07:00:00,5.3,7.4,6.2
2024-08-20 07:10:00,6.4,9.8,5.9
2024-08-20 07:20:00,8.1,17,7.4
2024-08-20 07:30:00,6.2,7.7,4.8
2024-08-20 07:40:00,5.6,6.8,7.8
2024-08-20 07:50:00,11,12,10
2024-08-20 08:00:00,10,6.9,6.7
2024-08-20 08:10:00,10,8.5,11
2024-08-20 08:20:00,9.7,6.4,7.7
2024-08-20 08:30:00,11,8.3,8.3
2024-08-20 08:40:00,11,11,8
2024-08-20 08:50:00,8,10,13
2024-08-20 09:00:00,10,13,9.9
2024-08-20 09:10:00,9.8,10,11
2024-08-20 09:20:00,12,9.7,9.8
2024-08-20 09:30:00,13,11,5.1
2024-08-20 09:40:00,9.2,9.4,10
2024-08-20 09:50:00,13,19,11
2024-08-20 10:00:00,6.6,8,7.2
2024-08-20 10:10:00,6.1,10,7.9
2024-08-20 10:20:00,8.6,10,7.7
2024-08-20 10:30:00,4.4,3.8,7.3
2024-08-20 10:40:00,6.7,6.7,7.2
2024-08-20 10:50:00,5.8,8.9,3.8
2024-08-20 11:00:00,6.7,6.2,8.1
2024-08-20 11:10:00,7.1,,4.5
2024-08-20 11:20:00,6.3,,3.1
2024-08-20 11:30:00,4.8,6.2,11
2024-08-20 11:40:00,4.3,5,5.2
2024-08-20 11:50:00,4.2,6.1,2.9
2024-08-20 12:00:00,3.9,4,7.4
2024-08-20 12:10:00,5.6,4.7,8.2
2024-08-20 12:20:00,4.6,2.8,3.8
2024-08-20 12:30:00,5.2,2.2,3.9
2024-08-20 12:40:00,4,13,3.7
2024-08-20 12:50:00,7,4.7,3.1
2024-08-20 13:00:00,1.8,5.9,5.3
2024-08-20 13:10:00,4.1,5.6,5.5
2024-08-20 13:20:00,4.8,5.5,8.1
2024-08-20 13:30:00,5.7,2.8,2.5
2024-08-20 13:40:00,4.9,1.7,2.1
2024-08-20 13:50:00,6.2,3.9,3.3
2024-08-20 14:00:00,2.1,1.6,1.8
2024-08-20 14:10:00,2.1,2.8,1.7
2024-08-20 14:20:00,3,2.9,2.8
2024-08-20 14:30:00,4.7,5.8,2
2024-08-20 14:40:00,1.6,2.5,4.6
2024-08-20 14:50:00,2.3,3,4.5
2024-08-20 15:00:00,2.7,2.5,2.8
2024-08-20 15:10:00,5.9,5.6,2.1
2024-08-20 15:20:00,6.1,3,2.1
2024-08-20 15:30:00,7.5,4.9,3.2
2024-08-20 15:40:00,3.9,4.3,1.9
2024-08-20 15:50:00,5.4,3.2,2.7
2024-08-20 16:00:00,2,3,2.4
2024-08-20 16:10:00,5.3,4.8,3.5
2024-08-20 16:20:00,4.6,4.9,3.3
2024-08-20 16:30:00,3.7,2.6,2.7
2024-08-20 16:40:00,2.8,3,3.2
2024-08-20 16:50:00,8.8,5,4.8
2024-08-20 17:00:00,4.4,2.9,4.2
2024-08-20 17:10:00,2.8,3,4.4
2024-08-20 17:20:00,5.4,4.2,5
2024-08-20 17:30:00,4.8,5.6,6.3
2024-08-20 17:40:00,4.7,8.1,5.3
2024-08-20 17:50:00,7.1,5.8,9.3
2024-08-20 18:00:00,11,13,7.7
2024-08-20 18:10:00,4.4,7.9,4.7
2024-08-20 18:20:00,6.6,4.5,5.8
2024-08-20 18:30:00,6.4,5.5,6.9
2024-08-20 18:40:00,6.1,6.8,5.2
2024-08-20 18:50:00,7.6,5.6,4
2024-08-20 19:00:00,5.1,5.5,6
2024-08-20 19:10:00,5.5,6.8,5.9
2024-08-20 19:20:00,6.8,6,7.6
2024-08-20 19:30:00,11,5.9,7.1
2024-08-20 19:40:00,6.4,6.9,7.1
2024-08-20 19:50:00,4.2,10,7.4
2024-08-20 20:00:00,13,8.1,7
2024-08-20 20:10:00,7.5,7.8,10
2024-08-20 20:20:00,9.3,7.5,7.6
2024-08-20 20:30:00,9.3,13,7.5
2024-08-20 20:40:00,6.4,13,7.2
2024-08-20 20:50:00,10,16,8.6
2024-08-20 21:00:00,16,11,8.4
2024-08-20 21:10:00,7.4,9.4,11
2024-08-20 21:20:00,13,9.9,11
2024-08-20 21:30:00,11,8.9,15
2024-08-20 21:40:00,8.3,9.9,36
2024-08-20 21:50:00,13,8.8,9.5
2024-08-20 22:00:00,11,12,10
2024-08-20 22:10:00,9.5,8.4,8.7
2024-08-20 22:20:00,,10,8.8
2024-08-20 22:30:00,16,18,8.1
2024-08-20 22:40:00,14,13,11
2024-08-20 22:50:00,12,12,8.1
2024-08-20 23:00:00,17,12,9.8
2024-08-20 23:10:00,15,20,9
2024-08-20 23:20:00,15,15,10
2024-08-20 23:30:00,13,15,10
2024-08-20 23:40:00,15,11,15
2024-08-20 23:50:00,11,12,10
2024-08-21 00:00:00,17,14,11
2024-08-21 00:10:00,13,15,11
2024-08-21 00:20:00,17,14,12
2024-08-21 00:30:00,15,13,10
2024-08-21 00:40:00,17,17,10
2024-08-21 00:50:00,13,16,11
2024-08-21 01:00:00,14,15,13
2024-08-21 01:10:00,18,17,9.6
2024-08-21 01:20:00,16,18,11
2024-08-21 01:30:00,14,16,8.6
2024-08-21 01:40:00,17,15,11
2024-08-21 01:50:00,19,21,8.7
2024-08-21 02:00:00,17,15,10
2024-08-21 02:10:00,14,17,11
2024-08-21 02:20:00,19,14,8.5
2024-08-21 02:30:00,17,17,12
2024-08-21 02:40:00,21,16,11
2024-08-21 02:50:00,17,24,10
2024-08-21 03:00:00,20,20,11
2024-08-21 03:10:00,16,24,12
2024-08-21 03:20:00,19,19,13
2024-08-21 03:30:00,22,18,9.9
2024-08-21 03:40:00,19,21,13
2024-08-21 03:50:00,20,19,11
2024-08-21 04:00:00,15,22,11
2024-08-21 04:10:00,15,15,9.1
2024-08-21 04:20:00,13,20,10
2024-08-21 04:30:00,20,14,10
2024-08-21 04:40:00,13,19,11
2024-08-21 04:50:00,16,20,7.5
2024-08-21 05:00:00,13,14,13
2024-08-21 05:10:00,16,13,13
2024-08-21 05:20:00,14,14,13
2024-08-21 05:30:00,18,12,13
2024-08-21 05:40:00,13,14,14
2024-08-21 05:50:00,,14,10
2024-08-21 06:00:00,16,18,8.5
2024-08-21 06:10:00,15,16,12
2024-08-21 06:20:00,13,14,11
2024-08-21 06:30:00,15,17,11
2024-08-21 06:40:00,17,20,12
2024-08-21 06:50:00,13,15,13
2024-08-21 07:00:00,13,19,10
2024-08-21 07:10:00,19,12,12
2024-08-21 07:20:00,12,19,12
2024-08-21 07:30:00,17,19,11
2024-08-21 07:40:00,11,17,17
2024-08-21 07:50:00,12,22,15
2024-08-21 08:00:00,21,17,11
2024-08-21 08:10:00,16,16,11
2024-08-21 08:20:00,12,17,11
2024-08-21 08:30:00,9.3,16,13
2024-08-21 08:40:00,14,16,12
2024-08-21 08:50:00,9.9,11,9.2
2024-08-21 09:00:00,13,15,10
2024-08-21 09:10:00,14,11,10
2024-08-21 09:20:00,14,13,12
2024-08-21 09:30:00,17,13,12
2024-08-21 09:40:00,12,14,15
2024-08-21 09:50:00,14,15,11
2024-08-21 10:00:00,12,13,9.4
2024-08-21 10:10:00,7.3,15,8.6
2024-08-21 10:20:00,15,10,11
2024-08-21 10:30:00,8.9,9.4,6.5
2024-08-21 10:40:00,8.6,13,9.6
2024-08-21 10:50:00,12,14,16
2024-08-21 11:00:00,15,11,10
2024-08-21 11:10:00,12,14,17
2024-08-21 11:20:00,10,20,14
2024-08-21 11:30:00,,15,11
2024-08-21 11:40:00,17,17,13
2024-08-21 11:50:00,14,18,11
2024-08-21 12:00:00,21,21,15
2024-08-21 12:10:00,18,20,17
2024-08-21 12:20:00,21,20,15
2024-08-21 12:30:00,17,21,16
2024-08-21 12:40:00,18,19,18
2024-08-21 12:50:00,22,23,20
2024-08-21 13:00:00,22,24,17
2024-08-21 13:10:00,20,21,20
2024-08-21 13:20:00,22,22,19
2024-08-21 13:30:00,18,24,18
2024-08-21 13:40:00,17,16,19
2024-08-21 13:50:00,17,14,21
2024-08-21 14:00:00,19,13,17
2024-08-21 14:10:00,16,16,15
2024-08-21 14:20:00,13,14,13
2024-08-21 14:30:00,13,17,15
2024-08-21 14:40:00,18,16,13
2024-08-21 14:50:00,18,15,16
2024-08-21 15:00:00,18,17,17
2024-08-21 15:10:00,17,19,14
2024-08-21 15:20:00,17,19,12
2024-08-21 15:30:00,15,16,13
2024-08-21 15:40:00,15,16,12
2024-08-21 15:50:00,17,17,13
2024-08-21 16:00:00,17,19,13
2024-08-21 16:10:00,17,17,18
2024-08-21 16:20:00,19,15,19
2024-08-21 16:30:00,20,18,15
2024-08-21 16:40:00,16,20,15
2024-08-21 16:50:00,17,20,16
2024-08-21 17:00:00,19,20,20
2024-08-21 17:10:00,20,20,15
2024-08-21 17:20:00,19,20,19
2024-08-21 17:30:00,21,20,18
2024-08-21 17:40:00,25,20,20
2024-08-21 17:50:00,27,20,24
2024-08-21 18:00:00,29,20,28
2024-08-21 18:10:00,32,20,26
2024-08-21 18:20:00,24,20,22
2024-08-21 18:30:00,30,20,24
2024-08-21 18:40:00,28,20,22
2024-08-21 18:50:00,27,20,33
2024-08-21 19:00:00,24,20,25
2024-08-21 19:10:00,25,20,25
2024-08-21 19:20:00,32,20,26
2024-08-21 19:30:00,30,20,28
2024-08-21 19:40:00,31,20,23
2024-08-21 19:50:00,33,20,26
2024-08-21 20:00:00,24,20,26
2024-08-21 20:10:00,30,33,25
2024-08-21 20:20:00,29,26,27
2024-08-21 20:30:00,27,35,25
2024-08-21 20:40:00,,27,24
2024-08-21 20:50:00,25,26,22
2024-08-21 21:00:00,27,29,30
2024-08-21 21:10:00,25,40,22
2024-08-21 21:20:00,26,29,21
2024-08-21 21:30:00,20,25,21
2024-08-21 21:40:00,22,24,21
2024-08-21 21:50:00,24,24,21
2024-08-21 22:00:00,25,28,19
2024-08-21 22:10:00,16,23,20
2024-08-21 22:20:00,21,26,16
2024-08-21 22:30:00,20,25,19
2024-08-21 22:40:00,25,30,22
2024-08-21 22:50:00,18,28,20
2024-08-21 23:00:00,19,25,17
2024-08-21 23:10:00,28,23,19
2024-08-21 23:20:00,24,27,18
2024-08-21 23:30:00,23,23,18
2024-08-21 23:40:00,18,29,21
2024-08-21 23:50:00,28,29,23
2024-08-22 00:00:00,20,24,21
2024-08-22 00:10:00,17,25,18
2024-08-22 00:20:00,15,20,
2024-08-22 00:30:00,20,28,17
2024-08-22 00:40:00,19,24,16
2024-08-22 00:50:00,20,24,19
2024-08-22 01:00:00,17,24,13
2024-08-22 01:10:00,19,20,18
2024-08-22 01:20:00,15,22,16
2024-08-22 01:30:00,15,20,15
2024-08-22 01:40:00,20,19,14
2024-08-22 01:50:00,16,20,17
2024-08-22 02:00:00,18,18,15
2024-08-22 02:10:00,18,18,16
2024-08-22 02:20:00,22,23,20
2024-08-22 02:30:00,23,24,20
2024-08-22 02:40:00,19,27,14
2024-08-22 02:50:00,21,21,15
2024-08-22 03:00:00,17,20,17
2024-08-22 03:10:00,17,20,16
2024-08-22 03:20:00,16,17,16
2024-08-22 03:30:00,19,23,16
2024-08-22 03:40:00,16,20,14
2024-08-22 03:50:00,17,19,16
2024-08-22 04:00:00,18,21,17
2024-08-22 04:10:00,16,18,17
2024-08-22 04:20:00,21,18,14
2024-08-22 04:30:00,13,22,17
2024-08-22 04:40:00,17,16,13
2024-08-22 04:50:00,17,21,18
2024-08-22 05:00:00,19,23,16
2024-08-22 05:10:00,15,20,18
2024-08-22 05:20:00,19,14,13
2024-08-22 05:30:00,14,17,16
2024-08-22 05:40:00,17,21,13
2024-08-22 05:50:00,17,18,12
2024-08-22 06:00:00,12,17,15
2024-08-22 06:10:00,22,16,11
2024-08-22 06:20:00,27,17,13
2024-08-22 06:30:00,17,17,14
2024-08-22 06:40:00,17,22,12
2024-08-22 06:50:00,16,23,16
2024-08-22 07:00:00,14,18,16
2024-08-22 07:10:00,13,19,11
2024-08-22 07:20:00,24,17,13
2024-08-22 07:30:00,19,18,9.3
2024-08-22 07:40:00,17,20,16
2024-08-22 07:50:00,18,18,12
2024-08-22 08:00:00,18,22,13
2024-08-22 08:10:00,18,17,12
2024-08-22 08:20:00,14,16,8.7
2024-08-22 08:30:00,18,16,13
2024-08-22 08:40:00,14,18,12
2024-08-22 08:50:00,18,15,8
2024-08-22 09:00:00,13,18,10
2024-08-22 09:10:00,19,14,11
2024-08-22 09:20:00,,16,12
2024-08-22 09:30:00,16,12,12
2024-08-22 09:40:00,15,21,6.8
2024-08-22 09:50:00,12,19,8.5
2024-08-22 10:00:00,9,13,8.2
2024-08-22 10:10:00,18,16,8.6
2024-08-22 10:20:00,14,13,10
2024-08-22 10:30:00,14,14,7
2024-08-22 10:40:00,17,15,6.7
2024-08-22 10:50:00,13,7.5,8.9
2024-08-22 11:00:00,7.7,13,8.9
2024-08-22 11:10:00,11,11,14
2024-08-22 11:20:00,12,12,8
2024-08-22 11:30:00,15,8.7,8.4
2024-08-22 11:40:00,12,8.2,9.7
2024-08-22 11:50:00,13,11,11
2024-08-22 12:00:00,9.7,10,7.2
2024-08-22 12:10:00,9.8,21,8.7
2024-08-22 12:20:00,9.5,8.3,7.8
2024-08-22 12:30:00,8.1,7.5,8.6
2024-08-22 12:40:00,8.8,11,8.4
2024-08-22 12:50:00,12,8.8,8.1
2024-08-22 13:00:00,9.4,7,8.1
2024-08-22 13:10:00,6.6,6.7,5.9
2024-08-22 13:20:00,7.8,7.7,7.2
2024-08-22 13:30:00,7.1,7.7,6.2
2024-08-22 13:40:00,7.9,7,7.4
2024-08-22 13:50:00,6.8,9.1,6.1
2024-08-22 14:00:00,6.9,7.2,7.7
2024-08-22 14:10:00,7.5,7,7.1
2024-08-22 14:20:00,6.3,7.6,7.5
2024-08-22 14:30:00,9.1,4.7,6.8
2024-08-22 14:40:00,6.9,7.1,9
2024-08-22 14:50:00,8.3,7.5,8.2
2024-08-22 15:00:00,5.4,6.8,7.3
2024-08-22 15:10:00,8.7,5.3,7.4
2024-08-22 15:20:00,9.7,6.4,6.3
2024-08-22 15:30:00,8.4,12,6.2
2024-08-22 15:40:00,8.6,8,6.6
2024-08-22 15:50:00,10,11,9.1
2024-08-22 16:00:00,9,7.5,10
2024-08-22 16:10:00,12,7.2,7.9
2024-08-22 16:20:00,8.9,7.5,5.3
2024-08-22 16:30:00,9,7.7,7.4
2024-08-22 16:40:00,9.1,8.2,7.1
2024-08-22 16:50:00,11,7.6,8.4
2024-08-22 17:00:00,10,8,7.4
2024-08-22 17:10:00,11,15,9.2
2024-08-22 17:20:00,12,11,9.1
2024-08-22 17:30:00,11,11,6.5
2024-08-22 17:40:00,10,13,11
2024-08-22 17:50:00,12,12,11
2024-08-22 18:00:00,10,11,7.6
2024-08-22 18:10:00,12,13,9.1
2024-08-22 18:20:00,13,12,11
2024-08-22 18:30:00,11,15,9.6
2024-08-22 18:40:00,13,15,8.8
2024-08-22 18:50:00,12,11,7.9
2024-08-22 19:00:00,13,14,9.5
2024-08-22 19:10:00,14,13,10
2024-08-22 19:20:00,10,14,13
2024-08-22 19:30:00,12,9.7,9.5
2024-08-22 19:40:00,12,11,9.8
2024-08-22 19:50:00,11,13,12
2024-08-22 20:00:00,11,13,9.2
2024-08-22 20:10:00,13,13,11
2024-08-22 20:20:00,14,15,8.9
2024-08-22 20:30:00,16,14,11
2024-08-22 20:40:00,11,17,8.3
2024-08-22 20:50:00,12,15,11
2024-08-22 21:00:00,15,19,9.7
2024-08-22 21:10:00,16,20,13
2024-08-22 21:20:00,23,19,15
2024-08-22 21:30:00,20,21,
2024-08-22 21:40:00,16,18,
2024-08-22 21:50:00,21,22,
2024-08-22 22:00:00,16,18,
2024-08-22 22:10:00,18,19,
2024-08-22 22:20:00,17,16,
2024-08-22 22:30:00,18,14,
2024-08-22 22:40:00,18,20,
2024-08-22 22:50:00,17,23,
2024-08-22 23:00:00,19,17,
2024-08-22 23:10:00,15,18,
2024-08-22 23:20:00,16,18,
2024-08-22 23:30:00,13,16,
2024-08-22 23:40:00,,16,
2024-08-22 23:50:00,17,19,
2024-08-23 00:00:00,17,17,
2024-08-23 00:10:00,16,15,
2024-08-23 00:20:00,14,16,
2024-08-23 00:30:00,13,15,
2024-08-23 00:40:00,18,19,
2024-08-23 00:50:00,,17,
2024-08-23 01:00:00,11,18,
2024-08-23 01:10:00,14,16,
2024-08-23 01:20:00,14,18,
2024-08-23 01:30:00,21,18,
2024-08-23 01:40:00,16,19,
2024-08-23 01:50:00,14,13,
2024-08-23 02:00:00,13,15,
2024-08-23 02:10:00,12,18,
2024-08-23 02:20:00,14,15,
2024-08-23 02:30:00,13,13,
2024-08-23 02:40:00,15,16,
2024-08-23 02:50:00,,17,
2024-08-23 03:00:00,15,12,
2024-08-23 03:10:00,11,22,
2024-08-23 03:20:00,12,14,
2024-08-23 03:30:00,16,18,
2024-08-23 03:40:00,15,23,
2024-08-23 03:50:00,18,13,
2024-08-23 04:00:00,14,13,
2024-08-23 04:10:00,,17,
2024-08-23 04:20:00,18,14,
2024-08-23 04:30:00,,14,
2024-08-23 04:40:00,16,16,
2024-08-23 04:50:00,20,17,
2024-08-23 05:00:00,15,15,
2024-08-23 05:10:00,16,17,
2024-08-23 05:20:00,,16,
2024-08-23 05:30:00,18,19,
2024-08-23 05:40:00,22,24,
2024-08-23 05:50:00,18,20,
2024-08-23 06:00:00,20,23,
2024-08-23 06:10:00,21,21,
2024-08-23 06:20:00,17,22,
2024-08-23 06:30:00,17,23,
2024-08-23 06:40:00,21,22,
2024-08-23 06:50:00,18,18,
2024-08-23 07:00:00,18,18,
2024-08-23 07:10:00,,20,
2024-08-23 07:20:00,18,23,
2024-08-23 07:30:00,17,22,
2024-08-23 07:40:00,19,17,
2024-08-23 07:50:00,15,17,
2024-08-23 08:00:00,21,17,
2024-08-23 08:10:00,21,25,
2024-08-23 08:20:00,16,21,
2024-08-23 08:30:00,19,17,
2024-08-23 08:40:00,20,17,
2024-08-23 08:50:00,18,16,
2024-08-23 09:00:00,20,13,
2024-08-23 09:10:00,16,20,
2024-08-23 09:20:00,14,16,
2024-08-23 09:30:00,14,21,
2024-08-23 09:40:00,15,36,
2024-08-23 09:50:00,14,13,
2024-08-23 10:00:00,14,15,
2024-08-23 10:10:00,13,13,
2024-08-23 10:20:00,17,14,
2024-08-23 10:30:00,,15,
2024-08-23 10:40:00,12,13,
2024-08-23 10:50:00,14,9.5,
2024-08-23 11:00:00,7.5,11,
2024-08-23 11:10:00,7.2,8.9,
2024-08-23 11:20:00,6.4,6.2,
2024-08-23 11:30:00,7.4,8.1,
2024-08-23 11:40:00,6.2,6.3,
2024-08-23 11:50:00,7.8,8.5,
2024-08-23 12:00:00,8.7,6.4,
2024-08-23 12:10:00,7,10,
2024-08-23 12:20:00,11,8.8,
2024-08-23 12:30:00,7.5,7.3,
2024-08-23 12:40:00,8.8,9.9,
2024-08-23 12:50:00,11,14,
2024-08-23 13:00:00,13,12,
2024-08-23 13:10:00,9.7,9.6,
2024-08-23 13:20:00,9.6,11,
2024-08-23 13:30:00,,8.7,
2024-08-23 13:40:00,11,9.2,
2024-08-23 13:50:00,12,12,
2024-08-23 14:00:00,11,8.8,
2024-08-23 14:10:00,11,12,
2024-08-23 14:20:00,12,12,
2024-08-23 14:30:00,6.3,11,
2024-08-23 14:40:00,9.3,11,
2024-08-23 14:50:00,12,10,
2024-08-23 15:00:00,3.3,11,
2024-08-23 15:10:00,8.7,13,
2024-08-23 15:20:00,10,9,
2024-08-23 15:30:00,12,9.7,
2024-08-23 15:40:00,10,8.6,
2024-08-23 15:50:00,17,9.5,
2024-08-23 16:00:00,11,9.1,
2024-08-23 16:10:00,9.5,13,
2024-08-23 16:20:00,11,12,
2024-08-23 16:30:00,11,12,
2024-08-23 16:40:00,8.9,12,
2024-08-23 16:50:00,11,12,
2024-08-23 17:00:00,10,10,
2024-08-23 17:10:00,11,10,
2024-08-23 17:20:00,12,13,
2024-08-23 17:30:00,15,11,
2024-08-23 17:40:00,17,11,
2024-08-23 17:50:00,9,12,
2024-08-23 18:00:00,8.1,13,
2024-08-23 18:10:00,14,12,
2024-08-23 18:20:00,11,7.6,
2024-08-23 18:30:00,14,15,
2024-08-23 18:40:00,12,13,
2024-08-23 18:50:00,9.7,15,
2024-08-23 19:00:00,11,20,
2024-08-23 19:10:00,13,14,
2024-08-23 19:20:00,13,14,
2024-08-23 19:30:00,13,12,
2024-08-23 19:40:00,13,14,
2024-08-23 19:50:00,15,12,
