"Time","Sensor1","Sensor2","Sensor3"
2024-09-06 03:00:00,8.4,,4.9
2024-09-06 03:10:00,4.4,,6.9
2024-09-06 03:20:00,9.2,,4.3
2024-09-06 03:30:00,3.5,,
2024-09-06 03:40:00,,,13
2024-09-06 03:50:00,7.5,,5.5
2024-09-06 04:00:00,6.9,,2.8
2024-09-06 04:10:00,5.4,,6.2
2024-09-06 04:20:00,6.7,,6.8
2024-09-06 04:30:00,14,,8
2024-09-06 04:40:00,8.2,,6.7
2024-09-06 04:50:00,5.6,,7.4
2024-09-06 05:00:00,5.3,,2.6
2024-09-06 05:10:00,12,,
2024-09-06 05:20:00,5.7,,5.6
2024-09-06 05:30:00,9.3,,4.7
2024-09-06 05:40:00,6.7,,3.8
2024-09-06 05:50:00,6.7,,2.7
2024-09-06 06:00:00,3.8,,6.7
2024-09-06 06:10:00,5.9,,8.7
2024-09-06 06:20:00,8.7,,2.9
2024-09-06 06:30:00,11,,5.5
2024-09-06 06:40:00,5.9,,4.2
2024-09-06 06:50:00,6.1,,4.3
2024-09-06 07:00:00,6.2,,4.1
2024-09-06 07:10:00,10,,5.1
2024-09-06 07:20:00,19,,3.8
2024-09-06 07:30:00,13,,8.1
2024-09-06 07:40:00,12,,5.4
2024-09-06 07:50:00,20,,6.8
2024-09-06 08:00:00,15,,9
2024-09-06 08:10:00,7.6,,4.7
2024-09-06 08:20:00,16,,8.3
2024-09-06 08:30:00,7.9,,3.4
2024-09-06 08:40:00,5.7,,
2024-09-06 08:50:00,11,,12
2024-09-06 09:00:00,23,,4.5
2024-09-06 09:10:00,14,,8.9
2024-09-06 09:20:00,16,,3.2
2024-09-06 09:30:00,6.3,,7.4
2024-09-06 09:40:00,7.3,,6.8
2024-09-06 09:50:00,13,,4.4
2024-09-06 10:00:00,11,,9.8
2024-09-06 10:10:00,4.2,,
2024-09-06 10:20:00,5.4,,3
2024-09-06 10:30:00,3.9,,
2024-09-06 10:40:00,3.4,,3.8
2024-09-06 10:50:00,8.4,,7.3
2024-09-06 11:00:00,4.7,,3
2024-09-06 11:10:00,16,,7.7
2024-09-06 11:20:00,2.7,,2.8
2024-09-06 11:30:00,5.2,,4.5
2024-09-06 11:40:00,3.8,,5.9
2024-09-06 11:50:00,6.4,,2.7
2024-09-06 12:00:00,2.2,,7.1
2024-09-06 12:10:00,5.7,,
2024-09-06 12:20:00,3.4,,13
2024-09-06 12:30:00,5.6,,9.6
2024-09-06 12:40:00,3.9,,12
2024-09-06 12:50:00,9.5,,7.1
2024-09-06 13:00:00,8.8,,14
2024-09-06 13:10:00,18,,12
2024-09-06 13:20:00,11,,
2024-09-06 13:30:00,9.7,,14
2024-09-06 13:40:00,9.5,,13
2024-09-06 13:50:00,6.9,8.7,10
2024-09-06 14:00:00,12,,14
2024-09-06 14:10:00,6.8,,9.3
2024-09-06 14:20:00,13,,
2024-09-06 14:30:00,12,,10
2024-09-06 14:40:00,10,,13
2024-09-06 14:50:00,11,,7.5
2024-09-06 15:00:00,,,7.1
2024-09-06 15:10:00,1.5,,9.5
2024-09-06 15:20:00,7.7,,10
2024-09-06 15:30:00,5.9,,12
2024-09-06 15:40:00,9.8,,6.5
2024-09-06 15:50:00,8.2,,7
2024-09-06 16:00:00,6,,7.7
2024-09-06 16:10:00,6.1,,9.2
2024-09-06 16:20:00,12,,6.5
2024-09-06 16:30:00,10,8.6,14
2024-09-06 16:40:00,8.5,10,7.9
2024-09-06 16:50:00,11,10,11
2024-09-06 17:00:00,12,,9.3
2024-09-06 17:10:00,8.2,15,6.9
2024-09-06 17:20:00,14,9.4,9.3
2024-09-06 17:30:00,8.9,10,7.4
2024-09-06 17:40:00,6,10,6.2
2024-09-06 17:50:00,5.3,,8.7
2024-09-06 18:00:00,9.1,6.6,8.3
2024-09-06 18:10:00,2.2,6.6,7.8
2024-09-06 18:20:00,,,7.4
2024-09-06 18:30:00,6.7,,8
2024-09-06 18:40:00,3.7,,5.8
2024-09-06 18:50:00,8,,8.9
2024-09-06 19:00:00,8.1,,6.4
2024-09-06 19:10:00,2.3,,10
2024-09-06 19:20:00,4.2,,6.8
2024-09-06 19:30:00,14,,7.5
2024-09-06 19:40:00,9.1,,7.8
2024-09-06 19:50:00,6.5,,11
2024-09-06 20:00:00,9.6,,9
2024-09-06 20:10:00,11,,9.4
2024-09-06 20:20:00,12,,6.9
2024-09-06 20:30:00,9.6,,4.1
2024-09-06 20:40:00,13,,5.6
2024-09-06 20:50:00,5,,2.9
2024-09-06 21:00:00,11,,8.7
2024-09-06 21:10:00,10,,3.1
2024-09-06 21:20:00,11,,7.9
2024-09-06 21:30:00,13,,7.6
2024-09-06 21:40:00,7.4,,8.3
2024-09-06 21:50:00,10,,13
2024-09-06 22:00:00,12,,9.8
2024-09-06 22:10:00,19,,12
2024-09-06 22:20:00,13,,12
2024-09-06 22:30:00,13,,8.9
2024-09-06 22:40:00,13,,12
2024-09-06 22:50:00,,7.3,14
2024-09-06 23:00:00,12,18,10
2024-09-06 23:10:00,18,,8.6
2024-09-06 23:20:00,19,15,11
2024-09-06 23:30:00,21,14,8.1
2024-09-06 23:40:00,17,9.7,15
2024-09-06 23:50:00,14,13,12
2024-09-07 00:00:00,21,17,13
2024-09-07 00:10:00,15,13,10
2024-09-07 00:20:00,14,14,16
2024-09-07 00:30:00,15,15,12
2024-09-07 00:40:00,14,14,17
2024-09-07 00:50:00,17,12,13
2024-09-07 01:00:00,14,16,11
2024-09-07 01:10:00,18,14,7.1
2024-09-07 01:20:00,19,19,11
2024-09-07 01:30:00,15,11,13
2024-09-07 01:40:00,19,18,13
2024-09-07 01:50:00,13,12,16
2024-09-07 02:00:00,,16,18
2024-09-07 02:10:00,20,9.6,16
2024-09-07 02:20:00,9,17,10
2024-09-07 02:30:00,13,18,12
2024-09-07 02:40:00,22,12,12
2024-09-07 02:50:00,28,17,13
2024-09-07 03:00:00,16,13,9.6
2024-09-07 03:10:00,20,14,13
2024-09-07 03:20:00,16,18,9
2024-09-07 03:30:00,28,13,13
2024-09-07 03:40:00,19,14,19
2024-09-07 03:50:00,24,21,13
2024-09-07 04:00:00,15,22,17
2024-09-07 04:10:00,14,21,15
2024-09-07 04:20:00,,18,16
2024-09-07 04:30:00,18,15,18
2024-09-07 04:40:00,20,18,11
2024-09-07 04:50:00,16,20,18
2024-09-07 05:00:00,11,12,13
2024-09-07 05:10:00,17,18,9.6
2024-09-07 05:20:00,20,17,11
2024-09-07 05:30:00,15,19,16
2024-09-07 05:40:00,20,19,14
2024-09-07 05:50:00,23,16,17
2024-09-07 06:00:00,19,19,18
2024-09-07 06:10:00,22,21,14
2024-09-07 06:20:00,25,23,15
2024-09-07 06:30:00,11,24,12
2024-09-07 06:40:00,26,13,14
2024-09-07 06:50:00,24,15,11
2024-09-07 07:00:00,21,11,12
2024-09-07 07:10:00,19,16,13
2024-09-07 07:20:00,20,15,12
2024-09-07 07:30:00,14,17,13
2024-09-07 07:40:00,20,11,16
2024-09-07 07:50:00,21,19,14
2024-09-07 08:00:00,16,8.5,18
2024-09-07 08:10:00,27,16,19
2024-09-07 08:20:00,24,17,24
2024-09-07 08:30:00,23,11,17
2024-09-07 08:40:00,25,23,20
2024-09-07 08:50:00,22,22,18
2024-09-07 09:00:00,22,20,14
2024-09-07 09:10:00,16,36,20
2024-09-07 09:20:00,18,19,16
2024-09-07 09:30:00,16,24,20
2024-09-07 09:40:00,8.4,21,11
2024-09-07 09:50:00,17,,15
2024-09-07 10:00:00,24,,14
2024-09-07 10:10:00,14,,18
2024-09-07 10:20:00,25,,19
2024-09-07 10:30:00,15,17,18
2024-09-07 10:40:00,19,,21
2024-09-07 10:50:00,21,,17
2024-09-07 11:00:00,16,22,25
2024-09-07 11:10:00,20,19,16
2024-09-07 11:20:00,22,,18
2024-09-07 11:30:00,8.4,21,20
2024-09-07 11:40:00,20,,21
2024-09-07 11:50:00,22,,16
2024-09-07 12:00:00,19,21,17
2024-09-07 12:10:00,16,,15
2024-09-07 12:20:00,27,,19
2024-09-07 12:30:00,11,,17
2024-09-07 12:40:00,8.1,,17
2024-09-07 12:50:00,8.7,,17
2024-09-07 13:00:00,11,,12
2024-09-07 13:10:00,11,,17
2024-09-07 13:20:00,18,,17
2024-09-07 13:30:00,20,,14
2024-09-07 13:40:00,13,,21
2024-09-07 13:50:00,24,,19
2024-09-07 14:00:00,18,,16
2024-09-07 14:10:00,19,20,18
2024-09-07 14:20:00,24,15,18
2024-09-07 14:30:00,16,17,16
2024-09-07 14:40:00,23,17,20
2024-09-07 14:50:00,21,19,13
2024-09-07 15:00:00,14,21,23
2024-09-07 15:10:00,16,20,19
2024-09-07 15:20:00,18,16,22
2024-09-07 15:30:00,23,18,15
2024-09-07 15:40:00,17,13,20
2024-09-07 15:50:00,23,11,18
2024-09-07 16:00:00,16,24,22
2024-09-07 16:10:00,16,21,18
2024-09-07 16:20:00,16,16,11
2024-09-07 16:30:00,2.5,18,19
2024-09-07 16:40:00,16,20,18
2024-09-07 16:50:00,22,17,15
2024-09-07 17:00:00,9.1,17,18
2024-09-07 17:10:00,16,27,18
2024-09-07 17:20:00,11,16,20
2024-09-07 17:30:00,17,18,22
2024-09-07 17:40:00,15,9.9,21
2024-09-07 17:50:00,15,28,21
2024-09-07 18:00:00,29,27,18
2024-09-07 18:10:00,18,21,19
2024-09-07 18:20:00,31,22,16
2024-09-07 18:30:00,14,28,17
2024-09-07 18:40:00,21,21,15
2024-09-07 18:50:00,24,22,16
2024-09-07 19:00:00,22,24,17
2024-09-07 19:10:00,23,18,24
2024-09-07 19:20:00,24,24,24
2024-09-07 19:30:00,19,26,21
2024-09-07 19:40:00,23,31,23
2024-09-07 19:50:00,24,25,21
2024-09-07 20:00:00,29,29,25
2024-09-07 20:10:00,21,34,19
2024-09-07 20:20:00,27,29,24
2024-09-07 20:30:00,27,28,20
2024-09-07 20:40:00,27,31,24
2024-09-07 20:50:00,20,28,18
2024-09-07 21:00:00,27,25,21
2024-09-07 21:10:00,25,35,23
2024-09-07 21:20:00,25,24,21
2024-09-07 21:30:00,23,29,21
2024-09-07 21:40:00,22,30,24
2024-09-07 21:50:00,21,28,26
2024-09-07 22:00:00,33,36,23
2024-09-07 22:10:00,21,34,24
2024-09-07 22:20:00,23,36,18
2024-09-07 22:30:00,28,33,18
2024-09-07 22:40:00,26,33,24
2024-09-07 22:50:00,22,30,27
2024-09-07 23:00:00,29,23,20
2024-09-07 23:10:00,26,27,24
2024-09-07 23:20:00,23,23,14
2024-09-07 23:30:00,22,22,21
2024-09-07 23:40:00,,24,21
2024-09-07 23:50:00,40,26,23
2024-09-08 00:00:00,28,25,21
2024-09-08 00:10:00,26,31,16
2024-09-08 00:20:00,22,27,22
2024-09-08 00:30:00,17,33,18
2024-09-08 00:40:00,29,29,22
2024-09-08 00:50:00,,23,24
2024-09-08 01:00:00,18,28,23
2024-09-08 01:10:00,23,44,21
2024-09-08 01:20:00,25,33,23
2024-09-08 01:30:00,22,31,22
2024-09-08 01:40:00,29,20,16
2024-09-08 01:50:00,23,17,23
2024-09-08 02:00:00,24,28,20
2024-09-08 02:10:00,24,25,21
2024-09-08 02:20:00,26,22,21
2024-09-08 02:30:00,24,29,20
2024-09-08 02:40:00,41,22,27
2024-09-08 02:50:00,22,30,22
2024-09-08 03:00:00,28,26,20
2024-09-08 03:10:00,21,32,23
2024-09-08 03:20:00,27,22,23
2024-09-08 03:30:00,27,29,17
2024-09-08 03:40:00,25,19,23
2024-09-08 03:50:00,33,27,24
2024-09-08 04:00:00,31,32,21
2024-09-08 04:10:00,19,25,19
2024-09-08 04:20:00,24,27,23
2024-09-08 04:30:00,31,23,16
2024-09-08 04:40:00,27,35,24
2024-09-08 04:50:00,23,25,23
2024-09-08 05:00:00,25,22,17
2024-09-08 05:10:00,34,24,20
2024-09-08 05:20:00,27,24,27
2024-09-08 05:30:00,24,25,24
2024-09-08 05:40:00,28,30,24
2024-09-08 05:50:00,23,22,21
2024-09-08 06:00:00,25,21,23
2024-09-08 06:10:00,22,24,23
2024-09-08 06:20:00,20,24,21
2024-09-08 06:30:00,26,30,
2024-09-08 06:40:00,27,22,19
2024-09-08 06:50:00,20,32,20
2024-09-08 07:00:00,35,19,22
2024-09-08 07:10:00,29,24,24
2024-09-08 07:20:00,24,26,19
2024-09-08 07:30:00,28,23,23
2024-09-08 07:40:00,29,25,22
2024-09-08 07:50:00,33,32,23
2024-09-08 08:00:00,28,20,29
2024-09-08 08:10:00,25,24,19
2024-09-08 08:20:00,26,30,20
2024-09-08 08:30:00,32,37,19
2024-09-08 08:40:00,38,36,30
2024-09-08 08:50:00,29,31,21
2024-09-08 09:00:00,29,37,24
2024-09-08 09:10:00,25,30,37
2024-09-08 09:20:00,34,38,23
2024-09-08 09:30:00,29,28,25
2024-09-08 09:40:00,33,32,28
2024-09-08 09:50:00,29,,28
2024-09-08 10:00:00,25,,27
2024-09-08 10:10:00,32,,22
2024-09-08 10:20:00,35,34,25
2024-09-08 10:30:00,30,26,22
2024-09-08 10:40:00,30,28,20
2024-09-08 10:50:00,26,26,27
2024-09-08 11:00:00,46,32,28
2024-09-08 11:10:00,28,32,32
2024-09-08 11:20:00,27,40,26
2024-09-08 11:30:00,36,24,26
2024-09-08 11:40:00,31,32,
2024-09-08 11:50:00,34,36,36
2024-09-08 12:00:00,28,32,26
2024-09-08 12:10:00,23,28,33
2024-09-08 12:20:00,13,33,25
2024-09-08 12:30:00,41,36,28
2024-09-08 12:40:00,33,41,24
2024-09-08 12:50:00,41,19,26
2024-09-08 13:00:00,37,38,32
2024-09-08 13:10:00,48,27,34
2024-09-08 13:20:00,35,27,35
2024-09-08 13:30:00,35,27,29
2024-09-08 13:40:00,33,20,33
2024-09-08 13:50:00,32,41,36
2024-09-08 14:00:00,40,29,30
2024-09-08 14:10:00,29,33,24
2024-09-08 14:20:00,28,25,30
2024-09-08 14:30:00,36,27,26
2024-09-08 14:40:00,26,32,27
2024-09-08 14:50:00,33,31,36
2024-09-08 15:00:00,21,16,27
2024-09-08 15:10:00,28,28,34
2024-09-08 15:20:00,31,31,36
2024-09-08 15:30:00,,39,26
2024-09-08 15:40:00,30,32,34
2024-09-08 15:50:00,23,35,25
2024-09-08 16:00:00,27,37,31
2024-09-08 16:10:00,36,44,25
2024-09-08 16:20:00,30,26,37
2024-09-08 16:30:00,28,40,32
2024-09-08 16:40:00,21,35,25
2024-09-08 16:50:00,41,43,35
2024-09-08 17:00:00,43,30,27
2024-09-08 17:10:00,23,39,30
2024-09-08 17:20:00,21,40,30
2024-09-08 17:30:00,38,37,28
2024-09-08 17:40:00,38,30,22
2024-09-08 17:50:00,23,38,24
2024-09-08 18:00:00,31,47,32
2024-09-08 18:10:00,34,34,30
2024-09-08 18:20:00,35,34,25
2024-09-08 18:30:00,38,32,23
2024-09-08 18:40:00,35,35,
2024-09-08 18:50:00,28,36,26
2024-09-08 19:00:00,31,39,28
2024-09-08 19:10:00,33,46,31
2024-09-08 19:20:00,28,33,24
2024-09-08 19:30:00,27,29,28
2024-09-08 19:40:00,37,30,27
2024-09-08 19:50:00,29,20,25
2024-09-08 20:00:00,32,33,25
2024-09-08 20:10:00,19,33,23
2024-09-08 20:20:00,45,34,27
2024-09-08 20:30:00,32,37,30
2024-09-08 20:40:00,32,34,27
2024-09-08 20:50:00,30,35,31
2024-09-08 21:00:00,32,49,25
2024-09-08 21:10:00,27,32,23
2024-09-08 21:20:00,21,23,22
2024-09-08 21:30:00,26,20,23
2024-09-08 21:40:00,23,19,23
2024-09-08 21:50:00,23,21,22
2024-09-08 22:00:00,22,24,13
2024-09-08 22:10:00,21,29,23
2024-09-08 22:20:00,25,16,19
2024-09-08 22:30:00,,11,7.6
2024-09-08 22:40:00,12,9.2,9.7
2024-09-08 22:50:00,12,13,9
2024-09-08 23:00:00,,15,9.9
2024-09-08 23:10:00,14,7.3,13
2024-09-08 23:20:00,18,20,8.4
2024-09-08 23:30:00,11,19,11
2024-09-08 23:40:00,7.9,16,9.1
2024-09-08 23:50:00,12,12,10
2024-09-09 00:00:00,8.8,12,9.2
2024-09-09 00:10:00,13,19,14
2024-09-09 00:20:00,15,13,9.8
2024-09-09 00:30:00,9.3,13,9.8
2024-09-09 00:40:00,13,10,7.4
2024-09-09 00:50:00,14,7.4,12
2024-09-09 01:00:00,9.1,11,9.7
2024-09-09 01:10:00,6.9,10,6.6
2024-09-09 01:20:00,8.3,9.4,6.3
2024-09-09 01:30:00,11,17,9
2024-09-09 01:40:00,19,11,9.2
2024-09-09 01:50:00,11,10,20
2024-09-09 02:00:00,9.9,11,11
2024-09-09 02:10:00,15,18,12
2024-09-09 02:20:00,19,12,14
2024-09-09 02:30:00,17,21,14
2024-09-09 02:40:00,12,15,17
2024-09-09 02:50:00,17,20,11
2024-09-09 03:00:00,22,20,17
2024-09-09 03:10:00,26,20,8.7
2024-09-09 03:20:00,13,23,14
2024-09-09 03:30:00,12,13,13
2024-09-09 03:40:00,29,17,19
2024-09-09 03:50:00,22,23,18
2024-09-09 04:00:00,19,24,16
2024-09-09 04:10:00,17,28,26
2024-09-09 04:20:00,,17,24
2024-09-09 04:30:00,32,24,18
2024-09-09 04:40:00,29,26,26
2024-09-09 04:50:00,30,27,21
2024-09-09 05:00:00,24,27,21
2024-09-09 05:10:00,22,22,16
2024-09-09 05:20:00,16,17,17
2024-09-09 05:30:00,8.8,16,15
2024-09-09 05:40:00,20,19,11
2024-09-09 05:50:00,17,15,11
2024-09-09 06:00:00,18,18,9.3
2024-09-09 06:10:00,6.2,9.6,12
2024-09-09 06:20:00,14,8.5,8.8
2024-09-09 06:30:00,11,12,8.2
2024-09-09 06:40:00,8.2,7.7,8.7
2024-09-09 06:50:00,6.8,13,8.6
2024-09-09 07:00:00,8.2,7.4,5.3
2024-09-09 07:10:00,7,6.3,9.4
2024-09-09 07:20:00,6,6.9,12
2024-09-09 07:30:00,7.2,15,6.9
2024-09-09 07:40:00,6.6,11,9.7
2024-09-09 07:50:00,11,9,8.8
2024-09-09 08:00:00,8.6,13,6
2024-09-09 08:10:00,7.7,9.1,7.1
2024-09-09 08:20:00,12,11,5.7
2024-09-09 08:30:00,17,9.2,8.6
2024-09-09 08:40:00,25,12,6.2
2024-09-09 08:50:00,8.8,9.8,7.6
2024-09-09 09:00:00,7.3,14,4.8
2024-09-09 09:10:00,7.1,11,7
2024-09-09 09:20:00,7.4,7.4,11
2024-09-09 09:30:00,12,7.4,5.5
2024-09-09 09:40:00,8.3,6,4.3
2024-09-09 09:50:00,7.2,5.2,5.3
2024-09-09 10:00:00,2.9,10,4.4
2024-09-09 10:10:00,5,5.8,15
2024-09-09 10:20:00,6.8,8.6,19
2024-09-09 10:30:00,3.8,3.5,6.8
2024-09-09 10:40:00,4.4,7.5,8.5
2024-09-09 10:50:00,5.7,11,8.7
2024-09-09 11:00:00,4.2,5,9.1
2024-09-09 11:10:00,9.1,4.8,4.7
2024-09-09 11:20:00,7.4,7.1,2.6
2024-09-09 11:30:00,7.1,5.9,3.8
2024-09-09 11:40:00,2.6,12,141
2024-09-09 11:50:00,3.1,6,29
2024-09-09 12:00:00,5.7,5.9,7.6
2024-09-09 12:10:00,5.1,11,6.6
2024-09-09 12:20:00,2.4,10,14
2024-09-09 12:30:00,7.1,8.5,43
2024-09-09 12:40:00,8.2,4.8,5.5
2024-09-09 12:50:00,5.1,2.4,4.8
2024-09-09 13:00:00,3.7,9.8,15
2024-09-09 13:10:00,9.9,8.1,6.3
2024-09-09 13:20:00,3.5,3.9,8.4
2024-09-09 13:30:00,7.6,2.7,5.6
2024-09-09 13:40:00,3.7,3.8,9.2
2024-09-09 13:50:00,3.9,3.3,7
2024-09-09 14:00:00,6.5,5.1,2.3
2024-09-09 14:10:00,5.7,9.6,9.3
2024-09-09 14:20:00,5,2.6,5.8
2024-09-09 14:30:00,4.6,8.7,3.3
2024-09-09 14:40:00,4.7,5.9,3.2
2024-09-09 14:50:00,3.5,4.2,3.6
2024-09-09 15:00:00,6.1,3.3,5
2024-09-09 15:10:00,7.8,2.4,
2024-09-09 15:20:00,0.60,3.5,7.5
2024-09-09 15:30:00,10,6.2,2.8
2024-09-09 15:40:00,5.1,7.4,4.1
2024-09-09 15:50:00,4.5,9.5,8.4
2024-09-09 16:00:00,10,4.6,3.5
2024-09-09 16:10:00,2.7,2.5,5.3
2024-09-09 16:20:00,8.1,6.4,3.2
2024-09-09 16:30:00,3.4,2.8,6.5
2024-09-09 16:40:00,2.2,12,7
2024-09-09 16:50:00,2.4,5.4,6.8
2024-09-09 17:00:00,6.7,4.7,6.4
2024-09-09 17:10:00,13,3.5,4.6
2024-09-09 17:20:00,2,3.4,1.7
2024-09-09 17:30:00,3.5,6.4,2.8
2024-09-09 17:40:00,0.90,4.7,6.3
2024-09-09 17:50:00,3.5,4.8,3.7
2024-09-09 18:00:00,3.4,7.7,4.9
2024-09-09 18:10:00,5.9,4.7,3.8
2024-09-09 18:20:00,5.3,3.9,6.3
2024-09-09 18:30:00,6.7,4,4
2024-09-09 18:40:00,4.9,7.1,9.2
2024-09-09 18:50:00,3.2,8.3,7.7
2024-09-09 19:00:00,6.1,5.4,8.6
2024-09-09 19:10:00,5.2,5.2,6.8
2024-09-09 19:20:00,8.2,11,6.5
2024-09-09 19:30:00,4.7,11,8.7
2024-09-09 19:40:00,7.3,9.4,6.5
2024-09-09 19:50:00,6.6,13,8
2024-09-09 20:00:00,,12,6.5
2024-09-09 20:10:00,4.8,9.2,2.4
2024-09-09 20:20:00,8.3,9.5,6
2024-09-09 20:30:00,6.5,12,9.8
2024-09-09 20:40:00,9.4,9.4,10
2024-09-09 20:50:00,8.2,13,11
2024-09-09 21:00:00,1.6,10,6.9
2024-09-09 21:10:00,4.6,11,7.7
2024-09-09 21:20:00,9.7,12,6.1
2024-09-09 21:30:00,6.9,6.9,11
2024-09-09 21:40:00,12,12,15
2024-09-09 21:50:00,,,7.3
2024-09-09 22:00:00,7.6,8.5,14
2024-09-09 22:10:00,11,11,8.2
2024-09-09 22:20:00,11,12,7.4
2024-09-09 22:30:00,12,6.6,8.4
2024-09-09 22:40:00,8,13,7.5
2024-09-09 22:50:00,3.9,9.5,9.4
2024-09-09 23:00:00,9.4,10,12
2024-09-09 23:10:00,9.2,9.1,5.7
2024-09-09 23:20:00,15,9.7,7
2024-09-09 23:30:00,12,18,9.4
2024-09-09 23:40:00,13,11,12
2024-09-09 23:50:00,10,9.2,12
2024-09-10 00:00:00,6.2,12,9.7
2024-09-10 00:10:00,13,9.6,13
2024-09-10 00:20:00,19,9,12
2024-09-10 00:30:00,13,9.7,9.2
2024-09-10 00:40:00,18,18,11
2024-09-10 00:50:00,14,17,9.7
2024-09-10 01:00:00,10,12,9.3
2024-09-10 01:10:00,9.1,16,14
2024-09-10 01:20:00,12,12,8.4
2024-09-10 01:30:00,7.7,13,13
2024-09-10 01:40:00,4.4,5.8,7.9
2024-09-10 01:50:00,17,18,10
2024-09-10 02:00:00,10,9.5,13
2024-09-10 02:10:00,16,11,11
2024-09-10 02:20:00,6.3,9.2,13
2024-09-10 02:30:00,9.1,13,11
2024-09-10 02:40:00,13,14,11
2024-09-10 02:50:00,12,15,9.2
2024-09-10 03:00:00,10,11,11
2024-09-10 03:10:00,13,12,11
2024-09-10 03:20:00,15,11,14
2024-09-10 03:30:00,12,13,10
2024-09-10 03:40:00,25,16,10
2024-09-10 03:50:00,14,12,11
2024-09-10 04:00:00,13,16,12
2024-09-10 04:10:00,9.7,21,14
2024-09-10 04:20:00,11,11,17
2024-09-10 04:30:00,19,13,12
2024-09-10 04:40:00,14,16,14
2024-09-10 04:50:00,12,15,18
2024-09-10 05:00:00,7.4,12,20
2024-09-10 05:10:00,15,8,8.5
2024-09-10 05:20:00,11,12,17
2024-09-10 05:30:00,20,10,12
2024-09-10 05:40:00,16,12,9.5
2024-09-10 05:50:00,10,8.5,11
2024-09-10 06:00:00,11,13,10
2024-09-10 06:10:00,9.7,15,11
2024-09-10 06:20:00,15,13,11
2024-09-10 06:30:00,14,15,8.3
2024-09-10 06:40:00,14,9.3,10
2024-09-10 06:50:00,13,16,15
2024-09-10 07:00:00,14,12,13
2024-09-10 07:10:00,14,11,10
2024-09-10 07:20:00,16,16,10
2024-09-10 07:30:00,12,15,25
2024-09-10 07:40:00,12,12,18
2024-09-10 07:50:00,11,15,15
2024-09-10 08:00:00,19,8,10
2024-09-10 08:10:00,8.7,14,10
2024-09-10 08:20:00,15,21,18
2024-09-10 08:30:00,17,19,13
2024-09-10 08:40:00,14,115,13
2024-09-10 08:50:00,14,18,18
2024-09-10 09:00:00,13,20,12
2024-09-10 09:10:00,18,36,14
2024-09-10 09:20:00,16,13,15
2024-09-10 09:30:00,14,20,14
2024-09-10 09:40:00,18,14,12
2024-09-10 09:50:00,15,14,10
2024-09-10 10:00:00,22,19,15
2024-09-10 10:10:00,14,11,11
2024-09-10 10:20:00,18,14,14
2024-09-10 10:30:00,12,22,14
2024-09-10 10:40:00,11,26,15
2024-09-10 10:50:00,11,13,13
2024-09-10 11:00:00,17,23,9.1
2024-09-10 11:10:00,13,14,15
2024-09-10 11:20:00,10,8.2,9.3
2024-09-10 11:30:00,12,9.7,9.2
2024-09-10 11:40:00,7.2,13,16
2024-09-10 11:50:00,8,9.6,12
2024-09-10 12:00:00,12,15,15
2024-09-10 12:10:00,11,13,16
2024-09-10 12:20:00,11,19,6.7
2024-09-10 12:30:00,19,18,10
2024-09-10 12:40:00,11,12,10
2024-09-10 12:50:00,15,18,12
2024-09-10 13:00:00,16,16,9.8
2024-09-10 13:10:00,15,14,7.4
2024-09-10 13:20:00,11,12,7.9
2024-09-10 13:30:00,11,15,7.9
2024-09-10 13:40:00,11,13,11
2024-09-10 13:50:00,9.7,10,9.4
2024-09-10 14:00:00,12,12,7.9
2024-09-10 14:10:00,11,18,14
2024-09-10 14:20:00,11,9.8,9.1
2024-09-10 14:30:00,8.6,11,9.6
2024-09-10 14:40:00,10,7.9,9.2
2024-09-10 14:50:00,14,17,10
2024-09-10 15:00:00,6.9,11,9.3
2024-09-10 15:10:00,6,7.7,6
2024-09-10 15:20:00,11,6.6,11
2024-09-10 15:30:00,10,15,10
2024-09-10 15:40:00,8.9,7.1,10
2024-09-10 15:50:00,8,11,5.5
2024-09-10 16:00:00,6.9,21,11
2024-09-10 16:10:00,3.8,10,9.8
2024-09-10 16:20:00,11,9.6,16
2024-09-10 16:30:00,7.3,10,7.6
2024-09-10 16:40:00,8,6.3,6.1
2024-09-10 16:50:00,9.6,8.1,7.9
2024-09-10 17:00:00,11,13,7.8
2024-09-10 17:10:00,8.5,9.2,8.2
2024-09-10 17:20:00,14,10,8.2
2024-09-10 17:30:00,11,8,9.9
2024-09-10 17:40:00,11,14,14
2024-09-10 17:50:00,9.9,6.7,6
2024-09-10 18:00:00,7,9,8.7
2024-09-10 18:10:00,6.5,8.8,7.6
2024-09-10 18:20:00,12,6.8,7.8
2024-09-10 18:30:00,4.7,13,12
2024-09-10 18:40:00,8.9,9.3,10
2024-09-10 18:50:00,9.7,5.6,9.5
2024-09-10 19:00:00,11,8.4,8.1
2024-09-10 19:10:00,11,8,10
2024-09-10 19:20:00,25,,8.2
2024-09-10 19:30:00,15,9.5,11
2024-09-10 19:40:00,8.1,8.2,11
2024-09-10 19:50:00,15,,9.2
2024-09-10 20:00:00,7.1,10,15
2024-09-10 20:10:00,16,11,11
2024-09-10 20:20:00,11,8.2,12
2024-09-10 20:30:00,10,8.2,11
2024-09-10 20:40:00,12,8.2,10
2024-09-10 20:50:00,12,8.2,7.2
2024-09-10 21:00:00,17,9,7.9
2024-09-10 21:10:00,11,9,7.8
2024-09-10 21:20:00,12,14,8.7
2024-09-10 21:30:00,23,12,11
